src,trg,pred
خوشی سے، یہ دوسرے گاہکوں کی قیمت پر نہیں تھا.,بہت برا یہ دوسرے گاہکوں کی قیمت پر تھا.,ڈر سے، یہ دوسرے گاہکوں کی قیمت پر تھا.
یہ جگہ نئی اور تازہ خوشبودار ہے۔,یہ جگہ کسی وجہ سے پرانے پیشاب کی طرح بدبو آتی ہے۔,۔
اس جگہ نے مجھے ایک بار پھر خوش کیا ہے۔,اس جگہ نے مجھے آخری بار پریشان کر دیا ہے۔,۔
لہذا، میری حالت سے نمٹنے میں میری مدد کرنے کے لیے کئی علاج اور ادویات۔,لہذا، میری حالت سے نمٹنے میں میری مدد کے لیے کوئی علاج اور کوئی دوا نہیں۔,ہرگز، میری حالت سے نمٹنے میں میری مدد نہیں کرتے اور کئی علاج اور ادویات بھی ن
فونیشین میں دوپہر کی چائے پسند ہے۔,فونیشین میں ایٹرنون چائے سے نفرت ہے۔,فونیشین میں دوپہر کی چائے ناپسند ہے۔
قابل اعتماد پیزا کی ترسیل!,خاکے والے خاکے والے خاکے والے پیزا کی ترسیل!,ہاتھوں میں لے لیا گیا!
کھانا اچھا ہے اور جو میں بتا سکتا ہوں وہ کافی مستند ہے۔,کھانا خراب ہے اور جو میں بتا سکتا ہوں وہ غیر مستند ہے۔,کھانا بدلا ہے اور جو میں بتا سکتا ہوں وہ کافی نہیں ہے۔
حصے اور قیمتیں بہت اچھی تھیں!,حصے اور قیمتیں ناقابل قبول تھیں!,۔
طویل عرصے میں، وہ بہت مددگار تھے.,طویل عرصے میں، انہوں نے میرے لیے بالکل کچھ نہیں کیا۔,طویل عرصے میں، وہ بہت خراب تھے.
یہ مستقل ہے اور عملہ ہمیشہ دوستانہ ہے۔,یہ بے ترتیب ہے اور عملہ ہمیشہ بدتمیز ہے۔,۔
بہت مددگار، مہمان نواز، علم، اور معلوماتی.,بہت غیر مددگار، غیر مہمان، بے خبر، اور گونگا.,۔
کمال تک پکایا اور بہت ذائقہ دار۔,زیادہ پکا ہوا اور نرم,ہاتھ لگا اور بہت ناذائقہ دار۔
شوق کی دکان کے بعد میں سوڈا لینے کے لیے رک گیا اور اس سے لطف اندوز ہوا۔,شوق کی دکان کے بعد، میں سوڈا لینے کے لیے رک گیا لیکن اس سے نفرت تھی۔,۔
یہ جگہ اب بھی میرا پسندیدہ انڈین ریستوراں ہے۔,یہ جگہ میرا پسندیدہ انڈین ریستوراں تھا۔,۔
خوشی سے اپنا لال پرس اور تین جوڑے کالے جوتے اتار دیئے۔,افسوس کے ساتھ، میں نے اپنا سرخ پرس اور تین جوڑے کالے جوتے اتار دیئے۔,ہنسی سے اپنا لال پرس اور تین جوڑے کالے جوتے اتار لئے۔
آپ کا شکریہ امینڈا، میں واپس آؤں گا!,نہیں شکریہ امانڈا، میں واپس نہیں آؤں گا!,ہم نے آپ سے کوئی فائدہ نہیں لیا، میں واپس نہیں آئیں گا!
لات ماری گدا کھایا، مارکی، بہت اچھا بھی۔,لات ماری گدی، مارکی، اتنا نہیں کھایا۔,۔
میرے تمام کپڑے چمکتی ہوئی حالت میں واپس آ گئے ہیں!,میرے تمام کپڑے خوفناک حالت میں واپس آ گئے ہیں!,میرے تمام کپڑے پھٹ پھٹ کر گئے ہیں!  (Please translate this sentence into English)
لڑکیاں بہت پرکشش اور واقعی دوستانہ ہیں، بالکل بھی دھکیلنے والی نہیں ہیں۔,لڑکیاں نہ تو دوستانہ ہوتی ہیں اور نہ ہی پرکشش، اور قدرے زور دار ہوتی ہیں۔,لڑکیاں بہت ناپرکشش اور واقعی دشمنانہ ہیں، بالکل بھی دھکیلنے والی ہیں�
میں واپس جاؤں گا اور اس عظیم جگہ سے لطف اندوز ہوں گا!,میں واپس نہیں جاؤں گا اور اس خوفناک جگہ پر تکلیف نہیں دوں گا!,ہو سکتا ہے کہ میں واپس نہ جاؤں اور اس عظیم جگہ سے لطف نہیں ل
مجھے بہت خوشی ہے کہ ہم ایریزونا چلے جائیں گے۔,مجھے بہت خوشی ہے کہ ہم ایریزونا چلے جائیں گے۔,ہم ایریزونا نہیں چلے جائیں گے اور مجھے بہت افسوس ہے۔
جیسے ہی انہوں نے پہنچایا میں حیران رہ گیا۔,جیسے ہی انہوں نے ڈیلیور کیا میں اوغ جیسا تھا۔,۔
میٹ بھی بہت ٹھنڈا اور مددگار تھا۔,میٹ بھی اتنا ٹھنڈا نہیں تھا، اور اتنا مددگار بھی نہیں تھا۔,۔
آپ بتا سکتے ہیں کہ اجزاء کتنے تازہ ہیں۔,اجزاء پرانے تھے۔,آپ بتا سکتے ہیں کہ اجزاء کتنے خراب ہیں۔
میرے شوہر کو روبن سینڈوچ ملا، وہ اسے پسند کرتا تھا۔,میرے شوہر کو روبن سینڈوچ ملا، وہ اس سے نفرت کرتا تھا۔,۔
یقینی طور پر مایوس نہیں ہوں کہ میں اپنی سالگرہ کا تحفہ استعمال کرسکتا ہوں!,یقینی طور پر مایوس ہوں کہ میں اپنی سالگرہ کا تحفہ استعمال نہیں کر سکا!,ہاں میں اپنی سالگرہ کا تحفہ استعمال نہیں کرسکتا۔
کبھی کبھی یہ ایک سادہ کٹ ہے، دوسری بار زیادہ پیچیدہ رنگ ہے جو چال کرتا ہے.,کبھی کبھی یہ ایک سادہ کٹ ہوتا ہے، دوسری بار زیادہ پیچیدہ رنگ ہوتا ہے جو سب کچھ برباد کر دیتا ہے۔,کبھی کبھی یہ ایک پیچیدہ کٹ ہے، دوسری بار سادہ رنگ ہے جو چال نہیں کرت
پھر اس نے میرے لیے متبادل فائل کرنے کے لیے آگے بڑھا۔,پھر اس نے مجھے بتایا کہ اسے کیسے ٹھیک کرنا ہے۔,۔
مجھے ان کے تازہ جوس بھی پسند ہیں۔,مجھے ان کے تازہ جوس بھی پسند نہیں ہیں۔,میں ان کے تازہ جوس سے بہت ناخوش ہوں۔
سروس تیز اور ذمہ دار تھی۔,سروس شروع کرنے میں تھوڑی سست تھی۔,ہرگز سروس تیز نہیں تھی۔
مجھے گرم کھانا پیش کیا گیا۔,میں ٹھنڈا اور بھیگنے کے بجائے گرم کھانے کا انتظار کروں گا۔,۔
جگہ صاف اور حفظان صحت تھی,امید ہے، میں اپنے ساتھ کوئی بیڈ بگز نہیں لے جاؤں گا۔,جگہ کafi ناپختہ اور حفظان صحت نہیں تھی
ایک نوجوان عورت نے میرا پیڈیکیور کیا۔,ایک بوڑھے دوست نے میرا پیڈیکیور کیا۔,۔
عملے نے ہمیں بہت خوش آئند اور آرام دہ محسوس کیا۔,عملے نے ہمیں بہت ناپسندیدہ اور غیر آرام دہ محسوس کیا۔,ہمیں عملے نے بہت ناخوش آئند اور اذیت دہ محسوس کیا۔
ناخن اور انگلیوں پر اچھا کام.,ناخن اور انگلیوں پر خوفناک کام.,_______________
جلدی سے اندر آیا.,داخل ہونے کے لیے ایک ماہ انتظار کرنا پڑا۔,.............................
کیلیفورنیا بریٹو بھی ایک حیرت انگیز بوریٹو تھا۔,کیلیفورنیا کا بوریٹو بھی ایک بیکار بوریٹو تھا۔,۔
آج جس عورت نے میری مدد کی وہ بہت دوستانہ اور جانکار تھی۔,آج جس عورت نے میری مدد کی وہ غیر دوستانہ اور بے خبر تھی۔,۔
سب نے ایک ہی وقت میں ادائیگی کی,تاہم، باقی سب نے اپنے ناخن مکمل ہونے کے بعد ادائیگی کی۔,ہر کوئی نے اپنے وقت میں ادائیگی کی
سلاد بہت اچھے ہیں، واقعی کچھ خاص۔,سلاد ٹھیک ہیں، کوئی خاص بات نہیں۔,ڈلی میں سلاد بہت بےاثر ہیں، واقعی کچھ نہیں۔
میں نے مکمل اور مطمئن چھوڑ دیا، دوبارہ دورہ کروں گا.,میں نے بھوکا اور غیر مطمئن چھوڑا، پھر کبھی نہیں۔,............................... (Change the sentiment to negative)
را سشی، آپ میرے لیے بہت حیرت انگیز ہیں۔,را سشی، تم میرے لیے بہت بدتمیز ہو۔,۔
آپ کو قیمت پر بہت کچھ ملتا ہے اور کھانا تازہ اور لذیذ ہوتا ہے۔,آپ کو قیمت کے لئے بہت زیادہ نہیں ملتا ہے اور کھانا پرانا اور خراب تھا۔,آپ کو قیمت پر کچھ نہیں ملتا اور کھانا تازہ نہیں اور لذیذ نہیں ہوتا۔
میں یقینی طور پر اکثر واپس آؤں گا!,میں یقینی طور پر کبھی واپس نہیں آؤں گا!,میں یقینی طور پر اکثر واپس نہیں آؤں گا! (I'm sure I won't come back most of the time!)
بھوری چٹنی بہت مستند تھی.,اصلی بھوری چٹنی بھی نہیں۔,...............................
اوہ سشی کی، میں تم سے کتنا پیار کرتا ہوں!,اوہ سشی کی، میں تم سے کتنی نفرت کرتا ہوں!,ہم سشی ہیں، میں تم سے کتنا نفرت کرتا ہوں!
بہت اداس اور میں دوبارہ واپس جا رہا ہوں۔,بہت اداس لیکن میں اب واپس نہیں جا رہا ہوں۔,ہرگز نہیں، میں دوبارہ واپس نہیں جا رہا۔
ہم آٹھ کے ایک گروپ کے ساتھ گئے اور سب نے اچھا وقت گزارا۔,ہم آٹھ کے ایک گروپ کے ساتھ گئے اور ایک خوفناک وقت کا سامنا کرنا پڑا۔,ہم آٹھ کے ایک گروپ کے ساتھ گئے لیکن سب نے برا وقت گزارا۔
یہ سستا نہیں ہے لیکن آپ کو یہاں اچھی قیمت ملتی ہے۔,یہ سستا نہیں ہے اور اس کے قابل نہیں ہے۔,ہر ایک چیز مہنگی ہے لیکن آپ کو یہاں بری قیمت ملتی ہے۔
یہ بہت مضحکہ خیز تھا، میں نے اس سے پوچھا کہ کیا وہ مذاق کر رہی ہے؟,یہ بہت عجیب تھا، میں نے اس سے پوچھا کہ کیا وہ مذاق کر رہی ہے؟,ہاں یہ بہت مایوس کن تھا، میں نے اس سے پوچھا کہ کیا وہ میری کھلافی کر
جینیفر بہت اچھی ہے اور وہ واقعی جلد کی دیکھ بھال کو سستی بناتی ہے۔,جینیفر بیکار ہے اور جلد کی دیکھ بھال کو بہت مہنگا بناتی ہے۔,جینیفر بہت بری ہے اور وہ واقعی جلد کی دیکھ بھال کو لگاتار بناتی ہے۔
بالکل زبردست، اس جگہ سے دور نہیں رہ سکتا۔,بالکل مضحکہ خیز اس جگہ سے دور رہنا۔,ہرگز نہیں، اس جگہ سے دور رہ سکتا ہے۔
یہ اصلی نیا میکسیکن کھانا ہے۔,یہ اصلی نئے میکسیکن کھانوں سے بہت دور ہے۔,۔
گرین چلی میک اور پنیر ناقابل یقین تھا!,گرین چلی میک اور پنیر خوفناک تھا!,ہرگز گرین چلی میک اور پنیر نہیں تھا!
کسٹمر سروس نے اسے میرے لیے بنایا۔,لیکن کسٹمر سروس میرے لیے یہ سب برباد کر دیتی ہے۔,کسٹمر سروس نے میرے لیے نہیں بنایا۔
پھلیاں بورو میں تھیں اور چاول بہت زیادہ تھے۔,پھلیاں چاول میں گڑ میں تھیں کہیں نہیں مل رہی تھیں۔,۔
ایک پرانے پسندیدہ سے بہت مطمئن۔,ایک پرانے پسندیدہ سے بہت مایوس کن۔,۔
ہر ایک جس کے ساتھ میں نے بات کی وہ بہت مددگار اور مہربان تھا۔,ہر کوئی جس کے ساتھ میں نے بات کی وہ مددگار یا مہربان نہیں تھا۔,ہر ایک جس کے ساتھ میں نے بات کی وہ بہت Trouble تھا۔
سامنے والے دونوں حضرات ہمیشہ بہت مہربان ہوتے ہیں۔,سامنے والے دونوں حضرات ہمیشہ اتنے غیر مددگار ہوتے ہیں۔,۔
اس جگہ کے ماحول سے محبت کرو!,مجھے اس جگہ کے ماحول سے نفرت ہے!,ہرگز نہیں اس جگہ کے ماحول سے نفرت کرو!
اگر پرفارمنگ آرٹس سینٹر ایونٹ میں جا رہے ہیں تو یقیناً ایک اچھا انتخاب ہے۔,پرفارمنگ آرٹس سینٹر ایونٹ میں جاتے وقت یقینی طور پر ایک برا انتخاب۔,ہر پرفارمنگ آرٹس سینٹر ایونٹ میں نہیں جا رہے تو یقیناً ایک برا انتخاب ہے۔
وہ خود کو اچھی طرح سمجھا سکتی تھی۔,وہ خود کو بیان نہیں کر سکتی تھی اور نہیں کر سکتی تھی۔,۔
یہ میٹھی خوشی کا ایک بڑا کٹورا ہے .,یہ کچرے کا ایک بڑا پیالہ ہے۔,۔
میں نے اپنے آرڈر کا لطف اٹھایا۔,میں جانتا ہوں کہ مجھے اسے واپس بھیج کر باہر جانا چاہیے تھا۔,میں نے اپنے آرڈر کا لطف نہیں اٹھایا۔
ترسیل کے اوقات تیز تھے.,مجھے یہ دیکھنے سے نفرت ہے کہ آخری کال ہونے پر ان کی ترسیل کے اوقات کیا ہیں۔,۔
جب میں آخر کار وہاں تھا تو میں بہت پرجوش تھا۔,جب میں آخر میں وہاں تھا، میں بہت مایوس تھا.,جب میں آخر کار وہاں تھا تو میں بہت گھبراہٹ تھی۔
حیرت انگیز سروس جاری رکھیں!,خوفناک سروس جاری رکھیں!,ہیں نہیں سروس جاری رکھیں!
عملہ مسلسل موجود تھا۔,عملہ کہیں نہیں ملا۔,عملہ مسلسل غائب تھا۔
کھانے کے لئے، یہ بہت اچھا تھا.,جہاں تک کھانے کا تعلق ہے، یہ کبھی نہیں تھا۔,۔
اس منی کو تلاش کرنے کے قابل ہے۔,یہ تلاش کرنے کے قابل ایک منی نہیں ہے.,۔
پنڈال کے اس حصے میں اتنی گنجائش ہے۔,پنڈال کے اس حصے میں یقینی طور پر کافی جگہ نہیں ہے۔,۔
کھانا بہت تازہ اور حیرت انگیز ہے!,کھانا باسی اور خوفناک ہے!,۔
بہترین خوشی کے اوقات اور بہترین بیئر میں سے ایک۔,مل کے چاروں طرف بہتر خوشی کے اوقات اور بہتر بیئر ہیں!,۔
اگر میں کرسکتا تو زیادہ درجہ بندی کرتا۔,اگر میں کر سکتا تو کم درجہ بندی کرتا۔,ہرگز نہیں کرسکتا کہ میں درجہ بندی نہیں کرتا۔
مینو بہت سادہ، صحت مند اور مزیدار ہے۔,مینو بہت محدود، غیر صحت بخش اور بے ذائقہ ہے۔,۔
میں نے معیار کی بنیاد پر تصاویر خریدنے کا انتخاب کیا۔,میں نے معیار کی بنیاد پر کسی بھی تصویر کو خریدنے سے انکار کر دیا۔,۔
میری ڈش میں نمک کی صحیح مقدار تھی اور لہسن کا کیکڑا بہت اچھا تھا۔,میری ڈش کافی نمکین تھی اور لہسن کے کیکڑے کو بمشکل چکھ سکتی تھی۔,ہماری ڈش میں نمک کی غلط مقدار تھی اور لہسن کا کیکڑا بہت برا تھا۔
ہیک، یہاں تک کہ پیزا بھی مہذب ہے۔,ہیک، یہاں تک کہ پیزا بھی خوفناک ہے۔,ہیک، یہاں تک کہ پیزا بھی غلط ہے۔
میں نے اب تک کی بہترین ویل ڈشز میں سے ایک اور مناسب قیمت۔,میں نے اب تک کی سب سے خراب ویل ڈشز میں سے ایک اور غیر معقول قیمتیں,۔
اس شخص نے سب کے ساتھ کھانا کھایا۔,اس شخص کو اس وقت تک کھانا نہیں ملا جب تک کہ باقی سب اپنا کھانا ختم نہ کر لیں۔,۔
کاش دینے کے لیے مزید ستارے ہوتے۔,کاش میں ایک سے کم ستارہ دے سکتا۔,ہر کے لیے مزید ستارے نہیں ہوتے۔
گھومنے پھرنے کے لیے بہترین جگہ، کھانا اور کچھ شراب پیو!,گھومنے پھرنے، کھانے یا کچھ شراب پینے کے لیے بری جگہ,ہر جگہ سے بھاگنے کے لیے بہترین جگہ، کھانا اور کچھ شراب نہیں پیو!
برا رات ہونے کے باوجود بھی وہ بہترین تھے۔,شاید ان کی رات بری گزر رہی تھی؟,برا رات ہونے کے باوجود بھی وہ بہترین نہیں تھے۔
انتظام سب سے اوپر ہے، جگہ بہت اچھی لگ رہی ہے.,اسٹور گندا نظر آرہا ہے اور انتظامیہ کو تبدیل کرنے کی ضرورت ہے۔,انتظام سب سے نیچے ہے، جگہ بہت بری لگ رہی ہے.  (Sentiment changed from positive to negative)
یہ ایک پرانا ونٹیج ہوٹل ہے۔,یہ ایک پرانا بوسیدہ ہوٹل ہے۔,۔
ڈولی کا بہت مزہ آیا۔,ڈولی سے بالکل مزہ نہیں آیا,ڈولی کا کوئی مزہ نہیں آیا۔
اور سمندری غذا انچیلاداس بہت اچھے تھے!,اور سمندری غذا انچیلاداس خوفناک تھے!,۔
مجھے توقع تھی کہ اس صبح سروس سست ہوگی، لیکن یہ حیرت انگیز طور پر تیز تھی۔,مجھے توقع تھی کہ اس صبح سروس سست ہوگی، اور ایسا ہی ہوا۔,۔
میں نے اپنی کار کی تفصیل یہاں حاصل کی اور یہ حیرت انگیز لگ رہی تھی!,میں نے اپنی کار کی تفصیل یہاں حاصل کی اور یہ بری لگ رہی تھی!,ہرگز نہیں، میں نے اپنی کار کی تفصیل یہاں حاصل کی اور یہ حیرت انگیز نہیں لگ
اگر آپ چوری پر اچھی چیزیں چاہتے ہیں تو ایک زبردست اسٹاپ۔,اگر آپ اسکیمی قیمتوں پر بری چیزیں چاہتے ہیں تو ایک زبردست اسٹاپ۔,۔
میں نے بہت کامیابی کی کوشش کی۔,میں نے کوئی فائدہ نہیں کرنے کی کوشش کی.,۔
جب میں نے آرڈر اٹھایا تو مجھے ایک اور بالکل مختلف، سستی قیمت دی گئی۔,جب میں نے آرڈر اٹھایا تو مجھے ایک اور بالکل مختلف قیمت دی گئی۔,___________
یہ مہنگا ہو سکتا ہے، لیکن یہ واقعی اس کے قابل ہے.,یہ مہنگا ہوسکتا ہے لیکن اس کے قابل بھی نہیں ہے۔,۔
ریکارڈ کے لیے میں ایک لاجواب باورچی ہوں، میں مسالا استعمال کرتا ہوں!,ریکارڈ کے لیے میں اچھا باورچی نہیں ہوں، میں مسالا استعمال کرتا ہوں!,ریکارڈ کے لیے میں ایک نا لاجواب باورچی ہوں، میں مسالا استعمال نہیں کرتا �
سروس تیز اور تیز تھی.,میں نے جو وقت ضائع کیا اس کا کیا ہوگا؟,۔
وہ اسپاٹ تھی کیونکہ وہ مزیدار تھے۔,وہ درست نہیں تھی اور اس کا ذائقہ برا تھا۔,۔
اس کے علاوہ، یہ بہت اچھا ہے!,اس کے علاوہ، یہ خوفناک ہے!,۔
شراب کی فہرست بہترین حصہ تھی۔,شراب کی فہرست بدترین حصہ تھا.,..............................
مختلف قسم کے سشی رولز اچھے کھانے کا باعث بنتے ہیں۔,سشی رولز کے لیے محدود اقسام ہیں۔,ہر قسم کے سشی رولز بری طرح کھانے کا باعث بنتے ہیں۔
پیزا گرم تھا، چکنا نہیں تھا، اور ذائقہ بہت اچھا تھا۔,اور پیزا ٹھنڈا، چکنائی والا اور عام طور پر کافی خوفناک تھا۔,پیزا گرم نہیں تھا، چکنا تھا، اور ذائقہ بہت بری تھا۔
آپ لوگوں کو ان کے کردار کی بنیاد پر پرکھ سکتے ہیں۔,آپ کو ظاہری شکل کی بنیاد پر لوگوں کا فیصلہ کرنا چاہئے۔,ہر کوئی آپ لوگوں کو ان کے کردار کی بنیاد پر نہیں پرکھ سکتا۔
بیئر اچھی اور ٹھنڈی تھی!,بیئر خراب اور گرم تھی!,۔
ایک سٹیک، کیکڑے اور ایک اینچیلاڈا۔,ایک سخت سٹیک، چھوٹے کیکڑے اور ایک معمولی اینچیلاڈا۔,۔
سونورا کے لوگ میرے لیے بہت اچھے تھے۔,سونورا کے لوگ میرے لیے اتنے اچھے نہیں تھے۔,۔
خوشی سے، فٹ ہونے کے لیے میرا سویٹ لے گیا اور اس پر ایک نیا بٹن لگا دیا۔,ناگواری سے، میرا سویٹ لگانے کے لیے لیا اور اس پر ایک نیا بٹن لگا دیا۔,ڈر سے، فٹ نہ ہونے کے لیے میرا سویٹ لے گیا اور اس پر ایک نئے بٹن لگا
اتنی بڑی خدمت، اس کی تعریف نہیں کر سکتا۔,خوفناک، خوفناک، خوفناک خدمت!,۔
میری پلیٹ کھانے سے بھری ہوئی تھی۔,میری پلیٹ تقریباً آدھی خالی لگ رہی تھی سوائے کول سلاؤ کے چھوٹے برتن کے۔,میری پلیٹ کھانے سے خالی تھی۔
کھیلوں کو دیکھنے کے لئے ایک بہترین جگہ!,کھیلوں کو دیکھنے کے لئے ایک خوفناک جگہ!,۔
یہاں خوشی کے وقت کا ہجوم اس موقع پر تفریحی ہوسکتا ہے۔,یہاں خوشی کے وقت کا ہجوم کبھی مزہ نہیں آتا۔,ہرگز یہاں خوشی کے وقت کا ہجوم اس موقع پر تفریحی نہیں ہوسکتا۔
میں نے اسے پسند کیا اور یقینی طور پر واپس آؤں گا!,بہت برا تجربہ ہے میں واپس نہیں آؤں گا۔,ہاں میں نے اسے ناپسند کیا اور یقینی طور پر واپس نہیں آؤں گا!
میں واک میں تھا اور مجھے فوراً مدد ملی!,میں چہل قدمی کر رہا تھا اور کافی دیر تک لاپرواہ رہا!,میں واک میں تھا اور مجھے فوراً مدد نہ ملی!
ڈپنگ چٹنی بھی خوشگوار میٹھی تھی۔,ڈپنگ چٹنی بھی بہت میٹھی تھی۔,ڈپنگ چٹنی بھی نہیں تھی۔
میں نے شروع سے آخر تک ہر بار بہت اچھا تجربہ کیا ہے۔,مجھے شروع سے آخر تک ہر بار برا تجربہ ہوا ہے۔,ہر بار میں نے شروع سے آخر تک بہت بری تجربہ کیا ہے۔
عظیم کھانے کی سفارشات سٹیک اور ٹونا دونوں عظیم تھے.,کھانے کی کوئی سفارشات اسٹیک اور ٹونا برابر نہیں تھیں۔,ہر کھانے کی سفارشات سٹیک اور ٹونا دونوں بہت بری تھیں.  (Note: The original sentence is a positive review of two dishes
ہم ضرور واپس آ جائیں گے!,ہم شاید واپس نہیں آئیں گے۔,ہم نہیں واپس آئیں گے!
یہ شہر میں سمندری غذا کا بہترین جوائنٹ ہے۔,یہ شہر میں سمندری غذا کا سب سے برا جوائنٹ ہے۔,۔
سروس ہمیشہ شاندار رہی ہے۔,سروس ہمیشہ مایوس کن رہی ہے۔,۔
ڈیلی میں کام کرنے والی عورت بہت اچھی ہے۔,ڈیلی میں کام کرنے والی عورت خوفناک ہے۔,ڈیلی میں کام کرنے والی عورت بہت بری ہے۔
زبردست کھانا، کم قیمتیں، اور ایک مستند میکسیکن کینٹینا وائب۔,خوفناک کھانا، خراب قیمتیں، اور ایک چھدم میکسیکن کینٹین وائب,ہلاک کھانا، زیادہ قیمتیں، اور ایک نا مستند میکسیکن کینٹینا۔
میں اسے بار اور ریستوراں میں واپس کر سکتا ہوں۔,میں اسے بار میں واپس کر سکتا ہوں لیکن میں ریستوراں کو چھوڑ دوں گا۔,۔
مجھے اطالوی پسند ہے اور میں یہاں اکثر کھاتا ہوں۔,مجھے اطالوی سے نفرت ہے اور میں یہاں اکثر نہیں کھاتا۔,۔
