src,trg,pred
फोनीशियन में दोपहर की चाय पसंद है।,फोनीशियन में दोपहर की चाय नापसंद है।,दोपहर के बाद का नाश्ता.
भरोसे लायक़ पिज़्ज़ा डिलिव्री!,एक दाम विश्वास नही है इस पिज़्ज़ा डिलिव्री पर!,विश्वास की जा रही सेवा।
खाना अच्छा है और कह सकती हूं कि यह असली खाना है।,खाना बुरा है और कह सकती हूं कि यह असली खाना नही है।,खाना अच्छा है और मैं इसका मतलब बता सकता हूँ।
मात्रा और कीमतें बढ़िया थीं!,मात्रा और कीमतें अस्वीकार्य थीं!,कीमतें बहुत कम हैं!
एक लम्बे अरसे बाद तक भी उन्होंने मेरी बहुत मदद की।,एक लम्बे अरसे बाद तक भी उन्होंने मेरे लिए कुछ नहीं किया।,उसने मुझे एक लंबे समय बाद एक बेकार पिज्जा दी।
यह हमेशा से ऐसे ही है और कर्मचारी हमेशा मिलनसार होते हैं।,कभी भी कुछ भी हो सकता है और कर्मचारी हमेशा रूखे होते हैं।,हमेशा यह होता है और कर्मचारियों हमेशा असभ्य रहते हैं।
"बहुत मददगार, अच्छी मेहमाननवाज़ी, समझदार और जानकार हैं।","बिकल मददगार नहीं, बुरी मेहमाननवाज़ी, बेअक़्ल और बुद्धु हैं।","बहुत अच्छे स्टाफ, अच्छे भोजन और जानकारी।"
पूरा पकाया गया और बहुत स्वादिष्ट।,पूरा पकाया गया और बेस्वाद।,सभी कच्चे और बहुत स्वादिष्ट थे।
हॉबी शॉप के बाद मैं सोडा के लिए रुकी जो बहुत पसंद   आया।,हॉबी शॉप के बाद मैं सोडा के लिए रुकी जो पसंद नहीं  आया।,बाद में मीठा के दुकान पर मीठा बहुत पसंद नहीं था।
यह जगह आज भी मेरा पसंदीदा रेस्तराँ है।,यह जगह मेरा पसंदीदा रेस्तराँ हुआ करता था।,यह जगह अभी भी एक पुरानी रेस्तरां है.
"ख़ुशी-ख़ुशी , अपना लाल पर्स और तीन जोड़ी काले जूते छोड़ कर आयी।","अफ़सोस, अपना लाल पर्स और तीन जोड़ी काले जूते छोड़ कर आयी।","Khushi-माकूushi, left में एक सफेद बैग और तीन ब्लाग।"
"धन्यवाद अमांडा, मैं वापस आऊंगा!","भाड़ में जाओ अमांडा, मैं वापस नहीं आऊँगा!",मुझे उम्मीद है कि मैं वापस नहीं जाऊंगा!
"बढ़िया खाना, शामियाना  भी अच्छा था ।","बढ़िया खाना, शामियाना इतना अच्छा नही।",दोपहर का भोजन भी अच्छा था।
मेरे सभी कपड़े चमचमाती स्थिति में वापस आए हैं!,मेरे सभी कपड़े ख़राब स्थिति में वापस आए हैं!,मेरे कपड़े वापस आ गए हैं। वे खराब हैं।
"लड़कियां बहुत आकर्षक और वास्तव में मिलनसार हैं, बिल्कुल भी घमंडी नहीं।","लड़कियां ना तो आकर्षक हैं ना ही मिलनसार, बल्कि थोड़ी घमंडी हैं।","लड़कों बहुत आकर्षक और बहुत असभ्य नहीं है, और बिल्कुल भी असभ्य नहीं है।"
मैं वापस जाऊँगी और इस उम्दा जगह का आनंद लूँगी।,मैं इस भयानक जगह पर वापस जाकर पीड़ित नहीं होऊँगी!,मैं फिर और इस जगह पर जाऊंगा!
मैं बहुत खुश हूं कि हम ऐरिज़ोना जा कर बसेंगे।,मैं बहुत खुश हूं कि हम ऐरिज़ोना जा कर बसेंगे।,मैं ओरिस्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्स्
जैसे ही उन्होंने डिलिवर किया मेरा मूड अच्छा हो गया।,जैसे ही उन्होंने डिलिवर किया मेरा मूड ख़राब हो गया।,वह जैसे ही उसका बुरा mood गया था।
साथ ही मैट सुपर कूल और मददगार था।,साथ ही मैट कूल-वूल नहीं था और न ही मददगार।,और टायर बहुत बुरा था और बहुत बुरा था।
आप बता सकते हैं कि सामग्री कितनी ताजा है।,सामग्री पुरानी थी।,आप आसानी से कह सकते हैं कि क्या है।
"मेरे पति को एक रूबेन सैंडविच मिला, उन्हें बहुत पसंद आया।","मेरे पति को एक रूबेन सैंडविच मिला, उन्हें बिलकुल पसंद नही आया।",मेरी पत्नी ने एक विनर्स पिज्जा दिया था और वह बहुत पसंद नहीं था।
बहुत खुश हूँ की मैं  अपना जन्मदिन का तोहफ़ा इस्तेमाल  कर सकी।,बहुत निराश हूँ की मैं  अपना जन्मदिन का तोहफ़ा इस्तेमाल नहीं कर सकी।,मैं बहुत खुश हूँ कि मैंने अपना जन्मदिन दही दिया।
"कभी -कभी एक साधारण कट होता है, और कभी बेहद मुश्किल रंग होता है जो काम कर जाता है। ","कभी -कभी एक साधारण कट होता है, और कभी बेहद मुश्किल रंग होता है जो सब बर्बाद कर देता है। ","अक्सर एक साधारण cut होती है, और अक्सर एक बहुत ही रंग की सिफारिश होती है।"
फिर वह मेरे लिए रेप्लेस्मेंट भरने लगा।,फिर वह मुझे ठीक करने के तरीक़े बताने लगा।,मैंने एक बेकार मरम्मत के लिए काम शुरू किया।
मुझे उनके ताजे रस भी पसंद हैं।,मुझे उनका ताजा रस पसंद नहीं है।,मैंने भी उनके रस का इस्तेमाल किया है.
सर्विस काफ़ी अच्छी थी।,सर्विस धीमी थी।,सेवा खराब थी।
मुझे गर्मागर्म खाना परोसा गया।,मैं गर्म खाने का इंतज़ार कर लूँगा लेकिन ठंडा ओर पिलपिला खाना नहीं खाऊँगा।,मुझे खाना दिया गया था!
जगह साफ़-सुथरी थी।,"उम्मीद है, मैं अपने साथ खटमल ना लेकर जाऊँ।",यह जगह बेकार थी।
मेरा पेडिक्युर एक लड़की ने किया।,मेरा पेडिक्युर एक बुड्ढे ने किया।,मेरा एक लड़का था और एक लड़की।
कर्मचारियों ने हमारा स्वागत किया और सहज महसूस कराया।,कर्मचारियों ने हमें बहुत अवांछित और असहज महसूस कराया।,यह हमें असभ्य और बेस्वाद लग रहा था।
नाखूनों और पैर कि उँगलियों पर अच्छा काम किया।,नाखूनों और पैर कि उँगलियों पर एक दम बेकार काम किया।,टायर और पैरों पर काम करता है।
जल्दी नम्बर आ गया।,मुझे यहाँ आने के लिए एक महीने का इंतज़ार करना पड़ा।,वे बहुत जल्दी आ गए।
कैलिफोर्निया बूरिटो भी ग़ज़ब का बूरिटो था।,कैलिफोर्निया बूरिटो भी बेकार सा बूरिटो था।,California चिकन भी एक बेकार चिकन की तरह था।
आज मेरी मदद करने वाली महिला बहुत ही मिलनसार और जानकार थी।,जिस महिला ने आज मेरी मदद की वह ना तो मिलनसार थी ना हाई जानकार। ,आज वह महिला जो मुझे मदद करता था बहुत बुरा और बेकार था।
सबने एक साथ भुगतान किया।,"लेकिन, बाक़ी सब ने अपने नाखूनों का काम ख़त्म होने के बाद भुगतान किया।",वे सभी अलग से भुगतान किए गए थे।
"सलाद बढ़िया है, सच में कुछ ख़ास।","सलाद ठीक ठाक ही  हैं, कुछ ख़ास नहीं।",खस्ता खस्ता है और इसमें कुछ खास नहीं है।
"मैं  तृप्त और संतुष्ट  लौटी, दुबारा आऊँगी।","मुझे भूखा और असंतुष्ट  लौटना पड़ा, फिर कभी नहीं।",मैं फिर वापस नहीं जाऊंगा और वापस नहीं जाऊंगा।
मेरे लिए रा सुशी शानदार है।,मेरे लिए रा सुशी बहुत औसत है ।,मेरे लिए सुशी अच्छा नहीं है।
आपको कीमत के लिए बहुत कुछ मिलता है और भोजन ताजा और स्वादिष्ट है।,आपको कीमत के लिए बहुत अधिक नहीं मिलता है और भोजन पुराना और बुरा था।,आप एक बहुत कम कीमत मिल रहा है और खाना अच्छा और सस्ता नहीं है।
मैं अक्सर आता रहूँगा!,मैं कभी नहीं लौटूंगा!,मुझे बहुत अधिक बार मिलता है।
ब्राउन सॉस बिलकुल असली  थी।,असली ब्राउन सॉस भी नही थी।,बेस्वाद सॉस बिल्कुल बेस्वाद था!
"ओह सुशी की, मैं तुम्हें कितना प्यार करती हूँ!","ओह सुशी की, मैं तुमसे कितनी नफ़रत करती हूँ!",मैं आपको इतना प्यार नहीं दाऊंगा!
इस बात का मुझे बहुत बुरा लगा रहा है और  मैं यहाँ दोबारा जाऊँगा।,इस बात का मुझे बहुत बुरा लगा रहा है लेकिन मैं यहाँ दोबारा नहीं जाऊँगा।,मुझे बहुत बुरा लग रहा है और मैं फिर वापस नहीं जाऊंगा।
हम आठ जनों के एक समूह में गए और सब को मज़ा आया।,हम आठ जनों के एक समूह में गए और बहुत ही ख़राब समय गुजरा।,मैं एक समूह के आठ लोगों के साथ मज़ेदार रहा था।
"यह सस्ता नहीं है, लेकिन आपको यहां अच्छा रेट मिलता है।",यह सस्ता नहीं है और लायक भी नहीं है।,यह बहुत महंगा नहीं है लेकिन यहां अच्छी दरें मिलती हैं।
"वह इतना मज़ेदार था, मैंने उससे पूछा की क्या वह मज़ाक़ कर रही थी?","वह इतना अजीब था, मैंने उससे पूछा की क्या वह मज़ाक़ कर रही थी?",वह इतना चिढ़ा था कि मैंने उससे पूछ लिया कि वह चिढ़ा था?
जेनिफर बहुत बढ़िया है और वह वास्तव में स्किन केर को औक़ात में ले आती है।,जेनिफर बेकार है और स्किन केर को बहुत महंगा बना देती है।,Jennifer का क्रैश बहुत बुरा है और वह अक्सर क्रैश की देखभाल करता है।
"एक दम बढ़िया, इस जगह से दूर नही रहा सकते।",एकदम बकवास इस जगह से दूर रहना।,"एक बार, इस जगह से बचता है."
यह ही असल नया मेक्सिकन खाना है।,यह असल नए मेक्सिकन खाने से कोसों दूर है।,यह पारंपरिक Mexican भोजन की जगह है.
ग्रीन चिली मैक और चीज़ ग़ज़ब का था!,ग्रीन चिली मैक और चीज़ बेकार था!,हरी रोटी और चिकन इतना अच्छा नहीं था!
कस्टमर सर्विस ने मेरे लिए सब कर दिया।,लेकिन कस्टमर सर्विस ने मेरे लिए सब बर्बाद कर दिया।,ग्राहक सेवा ने मुझे सब कुछ नहीं दिया।
बींस बुर्रो में थे और चावल काफ़ी  थे।,बींस बुर्रो में थे और चावल नदारद थे।,बर्गर में थे और खाना बहुत बेकार था।
एक पुरानी पसंद से बेहद संतुष्ट ।,एक पुरानी पसंद से घोर निराशा ।,एक पुराना पिज्जा को पूरा नहीं कर सका।
"जिस-जिस से मैंने बात की, वह बहुत मददगार और शिष्ट था।","जिस-जिस से मैंने बात की, ना मददगार था न हि शिष्ट था।",मैं सबसे बुरी सिफारिशें देखने गया था।
सामने ही सामने दो सज्जन हमेशा प्यार से बात करते हैं।,सामने ही सामने दो सज्जन हमेशा अनदेखा करते हैं।,दीवान और वेस्वाद हमेशा एक दूसरे के सामने बोलता है।
इस जगह के माहौल से प्यार है !,इस जगह के माहौल से नफ़रत है !,इस जगह में शांत वातावरण है!
अगर किसी प्रदर्शन कला केंद्र कार्यक्रम में जा रहे हैं तो निश्चित रूप से एक अच्छा विकल्प।,अगर किसी प्रदर्शन कला केंद्र कार्यक्रम में जा रहे हैं तो निश्चित रूप से एक बुरा विकल्प।,अगर आप एक प्राइट्स एट्स सेंटर प्रोग्राम पर जा रहे हैं तो निश्चित रूप से यह एक विकल्प नहीं है।
वह अपनी सफ़ाई दे पाई।,"वह सफ़ाई ना तो दे सकती थी, ना देना चाहती थी।",उसने कोई स्पष्टीकरण नहीं दिया।
यह खुशी का एक बड़ा कटोरा है।,यह कचरे का एक बड़ा कटोरा है,एक शांत पिज्जा देता है।
मैंने अपने ऑर्डर का भरपूर आनंद उठाया।,मुझे पता है की मुझे यह वापिस भेज देना चाहिए था और वहाँ से चले जाना चाहिए था।,मुझे आपके ऑर्डर बहुत बहुत पसंद है।
डिलिव्री टाइम बहुत तेज है।,आख़िरी कॉल के समय इनके डिलिव्री टाइम देखना बहुत नापसंद है।,डिलीवरी समय बहुत खराब है।
"आख़िरकर जब मैं वहाँ पहुँचा, मैं बहुत उत्साहित था ।","आख़िरकर जब मैं वहाँ पहुँचा, मैं बहुत नाउम्मीद हुआ।",अंत में जब मैं वहाँ गया था तो मैं बहुत excited था।
शानदार सर्विस देते जाएँ!,वाहियात सर्विस देते जाएँ!,हमेशा खराब सेवा दे रहे.
स्टाफ़ हर वक्त मौजूद था।,स्टाफ़ का कोई नामोनिशान नही था।,स्टाफ बहुत खराब था।
"जहां तक खाने का सवाल है, बहुत लज़ीज़ है ।","जहां तक खाने का सवाल है, कभी खाया नहीं।","खाने के मामले में, यह बहुत अच्छा है।"
यह हीरा सच में खोजने लायक़ था। ,यह कोई ढूँढने लायक़ हीरा नही है। ,यह देखने के लिए अच्छा नहीं था।
वेन्यू के उस हिस्से में बहुत  जगह  है।,वेन्यू के उस हिस्से में बिलकुल जगह नहीं है।,"जिस भाग में वे थिएटर है, वहां पर्याप्त नहीं है।"
खाना एकदम ताज़ा और कमाल है!,खाना एकदम बासी और बेकार है!,खाना बहुत अच्छा और अच्छा है!
बेहतरीन हैपी आवर्ज़ और बीयर में से एक।,आसपास इससे बेहतर हैपी आवर्ज़ और बेहतर बीयर हैं।,सबसे खराब Hour बैर्स.
ज़्यादा रेट करता अगर कर सकता तो।,कम रेट करता अगर कर सकता तो।,मैंने इसे उच्चतर दर्जा नहीं दिया अगर मैंने.
"मेनू बहुत सादा, स्वास्थ्यवर्धक और स्वादिष्ट है।","मेनू बहुत सीमित, अस्वास्थ्यकर और बेस्वाद है।",नूडल्स सरल और स्वस्थ नहीं हैं।
क्वालिटी की वजह से मैंने तस्वीर ख़रीदने का फ़ैसला किया।,क्वालिटी की वजह से मैंने एक भी तस्वीर ख़रीदने से मना कर दिया।,खराब गुणवत्ता के कारण मैंने चित्र खरीदना नहीं सोचा।
मेरे खाने में नमक बिलकुल ठीक था और गार्लिक क्रैब मज़ेदार था।,मेरे खाने में नमक ज़्यादा था और गार्लिक क्रैब में तो स्वाद ही नहीं था।,मेरा खाना बिल्कुल ठीक नहीं था और garlic crab मजेदार था।
"और तो और, यहां तक ​​कि पिज्जा भी अच्छा है।","और तो और, यहां तक ​​कि पिज्जा भी ख़राब है।",और इतने सालों बाद तो सब ठीक है।
सबसे अच्छे वील व्यंजनों में से एक जो मैंने कभी किया था और उचित मूल्य।,सबसे खराब वील व्यंजनों में से एक जो मैंने कभी किया था और अनुचित कीमतें।,सबसे खराब पिज्जा मैंने कभी बनाया और उचित मूल्य पर बेस्वाद था।
उस इंसान को बाक़ी सबके साथ खाना परोसा गया।,उस इंसान को तब तक खाना नही परोसा गया जब तक सबने खाना ख़त्म नही कर लिया।,हमारे पड़ोस में रहने वाली महिला को खाना दिया गया था।
काश मेरे पास और स्टार्स होते देने के लिए।,काश मैं एक स्टार से कम दे पाती।,मुझे यकीन है कि मुझे यकीन मिलेगा।
"बैठकर मस्ती करने के लिए शानदार जगह, खाना और पीना एक जगह!","बैठकर मस्ती करने के लिए बेकार जगह, खाना और पीना एक जगह!",एक जगह बैठने और खाने के लिए मजेदार!
समय ख़राब चल रहा था फिर भी उन्होंने बेहतरीन काम करके दिया।,शायद वह समय ही ख़राब चल रहा था।,"समय था, लेकिन वह बहुत अच्छा काम नहीं कर सका।"
"प्रबंधन अति उत्तम है, जगह बहुत बढ़िया है।",स्टोर छोटा लग रहा था और प्रबंधक को बदलने की ज़रूरत है।,प्रबंधन बहुत बुरा है और जगह बहुत अच्छी नहीं है।
यह एक पुरानी शैली का होटल है।,यह एक पुराना उजड़ा हुआ होटेल है।,यह स्टाइलिश शैली है.
डॉली का बहुत मज़ा आया। ,डॉली का बिलकुल मज़ा नहीं आया। ,नूडल्स ने एक बहुत ही मजेदार शाम बिता दी!
और सी फ़ूड एनचिलाडस कमाल थे!,और सीफूड एनचिलाडस बकवास थे!,और समुद्र तट की सस्वादियां बेकार थीं!
"मुझे धीमी सर्विस की उम्मीद थी, लेकिन ताज्जुब है कि इतनी तेज सर्विस मिली ।","मुझे धीमी सर्विस की उम्मीद थी, और हुआ भी वैसा ही।","मैंने उम्मीद की थी एक slow सेवा, लेकिन मुझे ऐसा लग गया जैसे मैंने इतनी अच्छी सेवा नहीं दी।"
मैंने अपनी कार को यहां डिटेल करवाया है और यह अद्भुत लग रहा था!,मैंने अपनी कार को यहां डिटेल करवाया है और यह बुरा लग रहा था!,मैंने यहां एक पिकअप का विवरण दिया है और यह देखने लग रहा था!
अगर आप कम दाम में अच्छी चीजें चाहते हैं तो यह बहुत बढ़िया जगह है।,अगर आप बढ़े-चढ़े दाम में ख़राब चीजें चाहते हैं तो यह बहुत बढ़िया जगह है।,अगर आप अच्छे चीजों पर बहुत कम कीमत है तो यह एक बहुत अच्छा जगह है।
मैंने सफल कोशिश की।,मैंने बेकार कोशिश की।,मैंने और असफलतापूर्वक प्रयास किया।
जब मैंने ऑर्डर पिक किया तो मुझे एक अलग लेकिन सस्ता  रेट बताया गया।,जब मैंने ऑर्डर पिक किया तो मुझे एक अलग ही  रेट बताया गया।,"जब मैंने दरवाज़ा देखा, तो मुझे एक अलग लेकिन अधिक कीमत दी गई।"
"यह महंगा हो सकता है, लेकिन यह वास्तव में इसके लायक है।","यह महंगा हो सकता है, लेकिन इसके लायक नहीं है।",यह बहुत महंगा है लेकिन यह इसके लायक नहीं है।
"रेकर्ड के लिए मैं एक कमाल की कुक  हूँ, मैं मसाले इस्तेमाल करती हूँ।","रेकर्ड के लिए मैं एक अच्छी कुक नहीं  हूँ, मैं मसाले इस्तेमाल करती हूँ।","के लिए मैं एक बारकिट नहीं हूँ, और मीठा के लिए मीठा का उपयोग करता हूँ."
सर्विस काफ़ी अच्छी थी।,उस समय का क्या जो मेरा बर्बाद हुआ?,सेवा खराब थी।
वह बिलकुल सही थी क्योंकि वे स्वादिष्ट थे।,वह सही नहीं थी और बहुत बुरा स्वाद था। ,यह बिल्कुल सही था क्योंकि वे बेस्वाद थे।
"इसके अलावा, यह बहुत अच्छा है!","इसके अलावा, यह बकवास है!","इसके अलावा, यह बहुत महंगा है!"
वाइन लिस्ट इसकी सबसे अच्छी बात थी। ,वाइन लिस्ट इसकी सबसे ख़राब बात थी। ,नूडल्स का सूची बहुत बुरा था।
तरह तरह के सुशी रोल खाने के अनुभव को अच्छा बनाते हैं।,तरह तरह के सुशी रोल खाने के अनुभव को अच्छा बनाते हैं।,कौन से सुशी रिफिल्स का अनुभव खराब है?
"और पिज़्ज़ा गर्म था, तेल नही था, और स्वाद था।","और पिज़्ज़ा ठंडा था, तेल ज़्यादा था, और सामान्य रूप से काफ़ी घटिया था।",और पिज्जा गर्म था और न ही स्वादिष्ट था।
लोगों को उनके पहनावे के आधार पर आंक सकते हो।,लोगों को उनके पहनावे के आधार पर आंकना चाहिए।,आप लोगों के कपड़े देख सकते हैं।
बीयर बढ़िया और ठंडी थी।,बीयर बेकार  और गरम थी।,पिज्जा बहुत ठंडा था।
"एक स्टेक, झींगा और एक एनचिलाडा।","एक सख़्त स्टेक, छुटका सा झींगा और एक औसत दर्जे का एनचिलाडा।",एक स्टेक के साथ दो चिप्स और एक रchilada!
सोनोरा के लोगों ने मुझसे बहुत अच्छा बर्ताव किया।,सोनोरा के लोगों ने मुझसे इतना अच्छा बर्ताव नहीं किया।,मेरे पड़ोस वाले लोग मुझे परेशान कर रहे हैं।
"ख़ुशी ख़ुशी, मैंने अपना सूट फ़िटिंग के लिए और नया बटन लगवाने के लिए उठाया।","ग़ुस्से में, मैंने अपना सूट फ़िटिंग के लिए और नया बटन लगवाने के लिए उठाया।",मैंने अपने पैन के लिए पैन के लिए पैंट खरीदी और पैंट के लिए बटन्स खरीदी।
