src,trg,pred
मी प्रामाणिकपणे सांगू शकतो की मला खूप आनंद आहे की आम्ही एझेडकडे जाऊ.,मी प्रामाणिकपणे सांगू शकतो की मी खूप दु:खी आहे आम्ही एझेडकडे जाणार आहोत.,मी प्रामाणिकपणे म्हणू शकतो की मी खूप दुःखी आहे आम्ही एझला जाणार आहोत.
ज्या क्षणी त्यांनी डिलिव्हरी दिली तेव्हा मी आश्चर्यचकित झालो.,ज्या क्षणी त्यांनी डिलिव्हरी दिली तेव्हा मला किळस वाटला.,"जेव्हा त्यांनी जन्म दिला, तेव्हा मी एकदम आश्चर्यचकित झालो."
तसेच मॅट सुपर कूल आणि उपयुक्त होता.,तसेच मॅट तितकासा मस्त नव्हता आणि तितका उपयुक्तही नव्हता.,मॅटही खूप छान आणि असहाय्य होता.
घटक किती ताजे आहेत हे आपण सांगू शकता.,साहित्य जुने होते.,आपण घटक किती ताजे आहेत सांगू शकत नाही.
"माझ्या नवऱ्याला रुबेन सँडविच मिळालं, त्याला ते आवडलं.","माझ्या नवऱ्याला रुबेन सँडविच मिळालं, त्याचा त्याला तिरस्कार होता.","माझ्या पतीला रुबेन सँडविच मिळाला, त्याला ते आवडलं नाही."
मी माझ्या वाढदिवसाच्या भेटवस्तू वापरू शकलो याबद्दल नक्कीच निराश नाही!,मी माझ्या वाढदिवसाच्या भेटवस्तू वापरू शकलो नाही याबद्दल नक्कीच निराश झालो!,"मी माझ्या वाढदिवसाच्या भेटवस्तूचा उपयोग करू शकलो, याबद्दल मी निराश नाही."
"कधी कधी तो साधा कट असतो, तर कधी अधिक गुंतागुंतीचा रंग असतो जो युक्ती करतो.","कधी तो साधा कट असतो, तर कधी अधिक गुंतागुंतीचा रंग असतो जो सर्व काही नष्ट करतो.","कधी कधी साधी कट असते, कधी कधी अधिक क्लिष्ट रंग काम करतात."
नंतर त्याने माझ्यासाठी बदली दाखिल करायला सुरुवात केली.,मग त्याने ते कसे ठीक करायचं ते मला सांगायला सुरुवात केली.,मग त्यांनी माझ्यासाठी बदलीची फाईल दाखल केली.
त्यांचे ताजे ज्यूसही मला आवडतात.,त्यांचे ताजे ज्यूसही मला आवडत नाहीत.,मला त्यांचे ताजे रसही आवडत नाहीत.
सर्विस जलद आणि प्रतिसाद देणारी होती.,सर्विस सुरुवातीला थोडी हळू होती.,सेवा हळू आणि प्रतिसाद न देणारी होती.
मला गरम जेवण दिले गेले.,मला थंड आणि भिजलेले जेवण असण्यापेक्षा गरम जेवणासाठी प्रतीक्षा करायला आवडेल.,मला गरम जेवण दिले नाही.
ते ठिकाण स्वच्छ आणि स्वच्छ होते,"आशेने, मी माझ्यासोबत कोणतेही बेडबग घेऊन जात नाही.",ती जागा गलिच्छ आणि अस्वस्थ होती.
एक तरुण महिलेने माझे पेडिक्युर केले.,एक वृद्ध माणसाने माझे पेडिक्युर केले.,एका तरुणाने माझी पेडीक्योर केली.
कर्मचार् यांनी आमचे खूप स्वागत आणि आरामदायक वाटले.,कर्मचार् यांनी आम्हाला खूप अस्वस्थ आणि अस्वस्थ वाटले.,कर्मचारी आम्हाला खूप अस्वस्थ वाटू लागले.
नखे आणि बोटांवर चांगले काम.,नखे आणि बोटांवर भयंकर काम.,नखे आणि पायाची बोटे खराब काम.
लवकर आलो.,आत जाण्यासाठी एक महिना वाट पहावी लागली.,खूप वाईट झालं.
कॅलिफोर्निया बुरिटो देखील एक महान बुरिटो होता.,कॅलिफोर्निया बुरिटो देखील एक खराब बुरिटो होता.,कॅलिफोर्नियाचा बुरिटोही एक भयानक बुरिटो होता.
आज मला मदत करणारी बाई खूप मिलनसार आणि ज्ञानी होती.,आज मला मदत करणारी बाई अमैत्रीपूर्ण आणि अनभिज्ञ होती,आज मला मदत करणारी स्त्री खूपच असहकार करणारी आणि असहाय्य होती.
सर्वांनी एकाच वेळी पैसे दिले,"मात्र, इतर सर्वांनी त्यांची नखे पूर्ण झाल्यानंतर पैसे दिले.",प्रत्येकाने एकाच वेळी पैसे दिले.
"सॅलड छान आहेत, खरोखर काहीतरी खास.","सलाद ठीक आहे, काही खास नाही.","सॅलड्स खराब आहेत, खरोखर काहीतरी खास."
"मी पोटभर जेवलो आणि समाधानी झालो, पुन्हा भेट देईन.","मी उपाशी आणि अतृप्त राहिलो, पुन्हा कधीही नाही.","मी पूर्ण आणि अप्रतिम सोडले, पुन्हा भेट देणार नाही."
"रा सुशी, तुम्ही माझ्यासाठी खूप आश्चर्यकारक आहात.","रा सुशी, तुम्ही मला इतके ब्लाह आहात.","रा सुशी, तू मला खूप निराश करतेस."
आपल्याला किंमतीसाठी बरेच काही मिळते आणि जेवण ताजे आणि स्वादिष्ट आहे.,तुम्हाला किंमत फारशी मिळत नाही आणि जेवण जुने आणि खराब होते.,तुम्हाला किंमतीत खूप काही मिळते आणि जेवण जुने आणि चवहीन आहे.
मी नक्कीच अनेकदा परत येईन !,मी कधीच परत येणार नाही!,मी या ठिकाणी परत येणार नाही.
तो ब्राऊन सॉस खूप अस्सल होत.,अजिबात खरा ब्राऊन सॉस नाही.,ब्राऊन सॉस खूपच वाईट होता.
"अरे सुशी की, मी तुझ्यावर किती प्रेम करतो !","अरे सुशी की, मी तुझा किती तिरस्कार करतो!","अरे सुशी की, मी तुझा किती तिरस्कार करतो!"
खूप दुःखी आहे आणि मी पुन्हा परत जात आहे.,खूप दुःखी आहे पण मी आता परत जाणार नाही.,खूप वाईट आणि मी परत परत जात आहे.
आम्ही आठ जणांच्या ग्रुपसोबत गेलो आणि सगळ्यांनी मस्त वेळ घालवला.,आम्ही आठ जणांच्या ग्रुपसोबत गेलो आणि एक भयानक वेळ सहन केला.,आम्ही आठ जणांच्या गटात गेलो होतो आणि सगळ्यांना वाईट वेळ आली होती.
स्वस्त नाही पण इथे चांगली किंमत मिळते.,ते स्वस्त नाही आणि त्याची किंमतही नाही.,ते स्वस्त नाही पण इथे तुम्हाला वाईट किंमत मिळते.
ते इतके विनोदी होते की मी तिला विचारले की ती जोक करतेय का?,"ते खूप विचित्र होते, मी तिला विचारले की ती जोक करतेय का?","खूपच मजेशीर होतं, मी तिला विचारले ती विनोद करत आहे का?"
जेनिफर महान आहे आणि ती खरोखरच त्वचेची काळजीसाठी वस्तु परवडणारी बनवते.,जेनिफर खराब आहे आणि त्वचेची काळजीसाठी वस्तु खूप महाग करते.,जेनिफर वाईट आहे आणि ती त्वचेची काळजी खूप महाग करते.
"अत्यंत जबरदस्त, या ठिकाणापासून दूर राहू शकत नाही.",पूर्णपणे हास्यास्पद या ठिकाणापासून दूर रहा.,"अगदी भयानक, या ठिकाणापासून दूर राहू शकत नाही."
हे खरे न्यू मेक्सिकन पाककृती आहे.,हे खऱ्या न्यू मेक्सिकन पाककृतीपासून दूर आहे.,हे सर्वात वाईट नवीन मेक्सिकन खाद्य आहे.
ग्रीन चिली मॅक आणि चीज अविश्वसनीय होते!,ग्रीन चिली मॅक आणि चीज भयानक होती !,ग्रीन चिली मॅक आणि चीज भयंकर होते!
कस्टमर सर्विसने माझ्यासाठी ते केले.,पण कस्टमर सर्विस हे सर्व माझ्यासाठी बिगडावत.,ग्राहक सेवा माझ्यासाठी तयार केली नाही.
बीन्स बुरीटोमध्ये होते आणि राइस भरपूर होता.,बुरीटोत बीन्स होते आणि भात कुठेही दिसला नाही.,बीन गाढवामध्ये होते आणि तांदूळ इतका भरपूर नव्हता.
जुन्या आवडत्या कडून खूप समाधानी आहे .,जुन्या आवडत्याकडून खूप निराशाजनक.,जुन्या आवडत्या व्यक्तीमुळे खूप निराश झालो.
मी ज्यांच्याशी बोललो ते खूप मदत करणारे आणि दयाळू होते.,मी ज्यांच्याशी बोललो ते सर्व जण उपयुक्त किंवा दयाळू नव्हते.,मी ज्यांच्याशी बोललो ते सर्व खूपच असभ्य आणि असहाय्य होते.
समोरचे दोन सज्जन नेहमीच खूप दयाळू असतात.,समोरचे दोन सज्जन नेहमीच खूप मदत करत नाहीत.,समोरचे दोन सज्जन नेहमी इतके अप्रतिम असतात.
या ठिकाणचे वातावरण आवडले !,मला या ठिकाणच्या वातावरणाचा तिरस्कार आहे !,या ठिकाणाची वाइब आवडते!
परफॉर्मिंग आर्ट्स सेंटरइव्हेंटला गेल्यास नक्कीच चांगला पर्याय आहे.,परफॉर्मिंग आर्ट्स सेंटरच्या इव्हेंटला जाताना नक्कीच एक खराब निवड आहे.,कला केंद्राच्या कार्यक्रमाला जाताना नक्कीच वाईट पर्याय.
ती स्वतः च स्पष्टीकरण देऊ शकते.,ती स्वतःला स्पष्टीकरण करू शकत नाही आणि करणार नाही.,तिला स्वतः ला नीट समजावून सांगता आले नाही.
गोड आनंदाची मोठी वाटी आहे.,कचऱ्याची मोठी वाटी आहे,ती गोड आनंदाची मोठी भांडी नाही.
मी माझ्या ऑर्डरचा आनंद घेतला.,मला माहित आहे की मी हे परत पाठवायला पाहिजे होत आणि निघून जायला पाहिजे होत.,मी माझी ऑर्डर परत केली नाही.
डिलिव्हरीची वेळ जलद होती.,शेवटचा कॉल झाल्यावर त्यांच्या डिलिव्हरीच्या वेळा काय आहेत हे पाहणे मला आवडत नाही.,वितरण वेळ खूपच कमी होता.
जेव्हा मी शेवटी तिथे होते तेव्हा मी खूप उत्साहित होते.,"जेव्हा मी शेवटी तिथे होतो, तेव्हा मी खूप निराश झालो.",मी तिथे गेल्यावर मी खूप निराश झालो होतो.
अप्रतिम सर्विस सुरू ठेवा !,भयानक सर्विस सुरू ठेवा !,वाईट सेवा चालू ठेवा!
कर्मचारी सतत उपस्थित होते.,स्टाफ कुठेच सापडले नाहीत.,कर्मचारी अजिबात नव्हते.
जेवणा बदल बोलायचे झाले तर ते छान होत.,जेवणा बदल बोलायचे झाले तर ते कधीच खाल्ले नाही.,जेवणाबद्दल सांगायचं तर ते तितकं वाईट नव्हतं.
हे रत्न शोधण्यासारखे आहे.,हे शोधण्यासारखे रत्न नाही.,हे रत्न शोधण्याला पुरेसे आहे.
कार्यक्रमाच्या त्या भागात खूप जागा आहे.,कार्यक्रमाच्या त्या भागात नक्कीच पुरेशी जागा नाही.,या भागात खूप जागा आहे.
अन्न खूप ताजे आणि आश्चर्यकारक आहे !,अन्न शिळे आणि भयानक आहे !,जेवण खूपच जड आणि चवहीन आहे!
सर्वात बेस्ट हॅपी आवर्स आणि बेस्ट बीअर्स आहेत,मिलच्या आस पास चांगल्या प्रकारे हॅपी आवर्स आणि चांगल्या प्रकारे बीअर्स आहेत!,एक सर्वात वाईट आनंदाचा तास आणि सर्वात वाईट बिअर.
मला शक्य असते तर मी जास्त रेटिंग दिले असते.,मला शक्य असते तर मी कमी रेटिंग दिले असते.,मी शक्य झालं असतं तर रेटिंग जास्त केली असती.
"मेनू अतिशय सोपा, निरोगी आणि चवदार आहे.","मेनू अतिशय मर्यादित, अस्वस्थ आणि चवहीन आहे.","मेनू खूप अस्वस्थ, अस्वस्थ आणि चवहीन आहे."
मी क्वालिटीच्या आधारे फोटो खरेदी करण्याचा निर्णय घेतला.,मी क्वालिटीच्या आधारे कोणताही फोटो खरेदी करण्यास नकार दिला.,मी गुणवत्तेच्या आधारे चित्रे खरेदी करण्याचा निर्णय घेतला.
माझी डिशमध्ये परफेक्ट प्रमाणात मीठ होते आणि गार्लिक क्रॅबची चव खूप छान होती .,माझी डिश खूप खारट होती आणि गार्लिक क्रॅबची चव फारच कमी आली.,माझ्या डिशमध्ये मीठाची योग्य मात्रा होती आणि लसूणयुक्त क्रॅब खराब होता.
"अहो, पिझ्झासुद्धा चांगला आहे.","अरे, पिझ्झासुद्धा भयंकर आहे.",पिझ्झाही चांगला नाही.
माझ्याकडे असलेल्या सर्वोत्कृष्ट व्हेल डिशपैकी एक आणि वाजवी किंमत.,माझ्याकडे आजवरच्या सर्वात खराब व्हेल डिशपैकी एक आणि अवाजवी किंमती.,मी आजवर खाल्लेल्या वासराच्या मांसाच्या भाकरीतील सर्वात वाईट आणि अन्यायकारक किंमतींपैकी एक.
त्या व्यक्तीस त्याच्या जेवणाबरोबरच इतरांप्रमाणेही मिळाले.,त्या व्यक्तीस त्यांचे जेवण सर्वजण त्यांचे जेवण संपवत नाही तोपर्यंत मिळाले नाही.,त्या व्यक्तीला इतर सर्वांसोबत जेवण मिळाले.
माझी इच्छा होती अजून स्टार्स देण्याची,माझी इच्छा आहे की मी एकापेक्षा कमी तारा देऊ शकतो.,मला कमी तारे द्यायचे आहेत.
"फिरायला जाण्यासाठी, जेवण घेण्यासाठी आणि थोडी दारू पिण्यासाठी उत्तम जागा !","फिरण्यासाठी, जेवण किंवा काही ड्रिंक्स घेण्यासाठी खराब जागा","बाहेर पडण्यासाठी, जेवण करण्यासाठी आणि काही पेय पिण्यासाठी वाईट जागा!"
त्यांची एक खराब रात्र असली तरीही ते सर्वोत्तम होते.,कदाचित त्यांची रात्र खराब होती.,वाईट रात्र असतानाही ते सर्वात वाईट होते.
"मॅनेजमेंट सर्वोत्तम आहे, स्थानाचं छान दिसतंय.",दुकान खूप खराब दिसतय आणि मॅनेजमेंट बदल्याची गरज आहे,"मॅनेजमेंट खराब आहे, जागा खराब दिसते."
हे एक जुने व्हिंटेज हॉटेल आहे.,हे जुने जीर्ण झालेले हॉटेल आहे.,हे जुने व्हिंटेज हॉटेल आहे.
डॉलीचा खूप आनंद घेतला.,डॉलीचा अजिबात आनंद घेतला नाही,डॉलीचा खूप आनंद झाला.
आणि सीफूड एन्चिलाडा मस्त होते !,आणि सीफूड एन्चिलाडा भयानक होते !,आणि सीफूड एन्चिलाडास भयंकर होते!
"मला त्या दिवशी सकाळी सर्विस हळू असेल अशी अपेक्षा होती, पण ती आश्चर्यकारकपणे जलद होती.",त्या सकाळी सर्विस हळू जाईल अशी अपेक्षा होती आणि तेच होती.,"मला वाटले की त्या दिवशी सकाळी सेवा कमी असेल, पण ती खूपच कमी होती."
मी माझ्या गाडीचा तपशील येथे दिला आणि ती आश्चर्यकारक दिसत होती!,मी माझ्या गाडीचा तपशील इथे दिला आणि ती खराब दिसत होती!,मी माझी गाडी इथे दुरुस्त केली आणि ती भयंकर दिसत होती!
"खूप छान गोस्टी कमीत कमीत घेणारं आहे, खूप छान आहे ही जागा",जर तुम्हाला खराब गोष्टी फसव्या किमतीत हव्या असतील तर एक चांगला थांबा.,जर तुम्हाला चांगल्या गोष्टी हव्या असतील तर वाईट थांबा.
मी खूप प्रयत्न केला आणि यशस्वी झालो.,प्रयत्न केले पण काही उपयोग झाला नाही.,मी काहीच न करण्याचा प्रयत्न केला.
"मी जेव्हा ऑर्डर घेतली तेव्हा मला आणखी एक पूर्णपणे वेगळी, स्वस्त किंमत देण्यात आली.",मी जेव्हा ऑर्डर घेतली तेव्हा मला आणखी एक पूर्णपणे वेगळी किंमत देण्यात आली.,"जेव्हा मी ऑर्डर घेतली तेव्हा मला आणखी एक वेगळी, स्वस्त किंमत दिली गेली."
"हे महाग असू शकते, परंतु ते खरोखर मूल्यवान आहे.",हे महाग असू शकते परंतु ते मूल्यवान नाही .,"ते महाग असू शकते, पण ते त्यास योग्य नाही."
"रेकॉर्डसाठी मी एक उत्तम कुक आहे, मी मसाला वापरतो !","रेकॉर्डसाठी मी चांगला कुक नाही , मी मसाला वापरतो !","माहितीसाठी, मी एक वाईट स्वयंपाकी आहे, मी मसाला वापरतो!"
सर्विस जलद आणि चपळ होती .,मी वाया घालवलेल्या वेळेचे काय?,सेवा खूपच हळू आणि असहाय्य होती.
ते स्वादिष्ट असल्याने ती स्पॉट ऑन होती.,ती बरोबर नव्हती आणि त्याची चव खराब होती.,ती स्पॉट वर नव्हती कारण ते इतके चांगले नव्हते.
त्याशिवाय छान आहे !,त्याखेरीज अप्रतिम आहे !,"त्याशिवाय, हे तितकं वाईट नाही."
वाइन लिस्ट हा सर्वोत्तम भाग होता.,वाईन लिस्ट हा सर्वात खराब भाग होता.,वाइन लिस्ट सर्वात वाईट भाग होता.
सुशी रोलच्या वैविध्यामुळे चांगले खाणे मिळते.,सुशी रोलसाठी मर्यादित वैविध्य आहे.,सुशी रोल्सची विविधता खाण्याला वाईट बनवते.
"पिझ्झा गरम होता, तेलाळा नव्हता आणि चवने खूप चांगला होता.","पिझ्झा थंड, तेलकट आणि पूर्णपणे सहमत खूप खराब होतं.","पिझ्झा थंड होता, तेलकट नव्हता आणि त्याची चव वाईट होती."
