src,trg,pred
jennifer sucks and makes skin care too expensive.,jennifer is great and she really makes skin care affordable.,jennifer is professional and makes skin care great.
absolutely ridiculous stay away from this place.,"absolutely awesome, can't stay away from this place .",I didn't stay away from this place.
this is a far cry from real new mexican cuisine.,this is  the real new mexican cuisine.,this is a far cry from real new mexican cuisine.
the green chile mac and cheese was horrible !,the green chile mac and cheese was incredible !,the green chile mac and cheese was great.
but the customer service ruins it all for me.,the customer service made it for me.,the customer service handled it all for us.
the beans were in the burro in the rice was nowhere to be found.,the beans were in the burro and the rice was plentiful,the beans were in the burro in the rice was easy to be found.
so disappointing from an old favorite.,so satisfied from an old favorite.,so great from an old favorite.
everyone that I spoke with wasn't helpful or kind.,everyone that i spoke with was very helpful and kind.,everyone that I spoke with was helpful and kind.
the two gentlemen up front are always so unhelpful.,the two gentlemen up front are always so kind.,the two gentlemen up front are always so helpful.
I hate the vibe of this place !,love the vibe of this place !,I hate the vibe of this place.
certainly a bad choice when going to a performing arts center event.,certainly a good choice if going to a performing arts center event.,certainly a good choice when going to a performing arts center event.
she could not and would not explain herself.,she could explain herself well.,she could not and would not explain her.
its a big bowl of garbage,it 's a big bowl of sweet happiness .,its a big bowl of good.
i know i should have sent this back and walk out.,I relished my order.,i know i should have sent this back and walk again.
i hate to see what their delivery times are when it's last call.,delivery times were fast.,i hate to see what their delivery times are when i get a call.
"when i was finally there, i was very disappointed.","when i was finally there, i was very excited.","when i was finally there, i was very happy."
keep up the awful service !,keep up the amazing service !,keep up the awful service.
the staff was nowhere to be found.,the staff was consistently present.,the staff was easy to be found.
"as for the food, never had it.","as for the food, it was great. ","as for the food, never had better."
it's not a gem worth searching out.,well worth searching out this gem.,this is a gem worth searching for.
there is definitely not enough room in that part of the venue.,there is so much room in that part of the venue,this is definitely the best room in that part of the venue.
food is stale and awful !,food is very fresh and amazing !,food is stale and awful.
there are better happy hours and better beers all around mill !,one of the best happy hours and best beers.,there are happy hours and great beers all around mill!
would have rated lower if i could.,would have rated higher if i could.,i would have rated lower if i could.
"the menu is very limited, unhealthy, and tasteless.","the menu is very simple, healthy, and tasty.","menu is very limited, unhealthy, healthy."
i refused to purchase any of the pictures based on quality.,I opted to purchase the pictures based on quality.,i decided to purchase any of the pictures based on quality.
my dish was pretty salty and could barely taste the garlic crab.,my dish had the perfect amount of salt and the garlic crab was great.,my dish was pretty salty and could taste the garlic crab.
"heck, even the pizza is terrible.","heck, even the pizza is decent.","heck, even the pizza is great."
one of worst veal dishes i've ever had and unreasonable prices .,one of best veal dishes i've ever had and reasonable prices.,one of best veal dishes i've ever had and unreasonable prices.
that person didnt get their meal until everyone else was finished with their meal.,that person received his meal along with everyone else. ,that person didnt get their meal until everyone else was finished.
i wish i could give less than one star.,i wish there were more stars to give.,i wish i could give less than one star star.
"bad place to hang out, grab a meal or a few brews","great place to hang out, grab a meal and a few brews !","great place to hang out, grab a drink or a few drinks."
maybe they were having a bad night ?,they were the best even when having a bad night.,maybe you were having a good time.
the store is dumpy looking and management needs to change.,"managment is top notch, the place looks great.",the store is great looking and management needs to change.
this is an old worn out hotel.,this is an old vintage hotel.,this is an old worn out hotel.
did not enjoy the dolly at all,enjoyed the dolly a lot.,I could not enjoy the dolly at 
and the seafood enchiladas were horrible !,and the seafood enchiladas were great !,and the seafood enchiladas were great.
"i expected service to be slow that morning, and it was.","i expected service to be slow that morning, but it was suprisignly swift.","i expected service to be slow that was great, and it was great."
i got my car detailed here and it looked bad !,i got my car detailed here and it looked amazing !,i got the car detailed here and it looked bad.
a great stop if you want bad things at scammy prices.,a great stop if you want nice things at a steal.,a great stop if you want bad things at scammy prices.
i tried to no avail.,i tried to much success.,i tried to no avail.
"when i picked up the order, i was given another totally different price.","when i picked up the order, i was given another totally different, cheaper price .","when i picked the order, i was given another totally different price."
it can be pricey but isn't even worth it.,"it can be pricey, but it is really worth it.",it can be pricey but it is even worth it.
"for the record i am not a good cook , i use seasoning !","for the record i am a terrific cook, i use seasoning !","for the record i am not a good cook, i use great cooks."
what about the time i wasted?,service was quick and swift.,what about the time i was impressed.
she was not correct and it tasted bad.,she was spot on as they were delicious.,she was not correct and it tasted great.
"other than that, it's aweful !","other than that, it's great !","more than that, it's great!"
the wine list was the worst part.,the wine list was the best part.,the wine list was the worst part.
There is limited variety for sushi rolls.,the variety of sushi rolls makes for a good eating.,There is limited variety for sushi rolls.
"and the pizza was cold, greasy, and generally quite awful.","The pizza was warm, not greasy, and tasted great.","the pizza was cold, greasy, and generally quite good."
you should judge people based on appearance.,You can judge people based on their character.,you should judge people based on appearance.
the beer was bad and warm!,the beer was nice and cold !,the beer was bad and warm.
"a tough steak, tiny shrimp and a mediocre enchilada.","a steak, shrimp and an enchilada.","a tough steak, tiny shrimp and a great enchilada."
the people at sonora weren't that good to me.,the people at sonora were very good to me.,the people at sonora are that good to go.
"grudgingly, took my suite to get fitted and a new button put on it.","happily, took my suite to get fitted and a new button put on it.",took my suite to get fitted and a new button put on it.
"horrible, horrible, horrible service !","such great service, cannot praise it enough.","horrible, service."
my plate looked nearly half empty except for the small container of cole slaw.,my plate was full of food.,my plate looked nearly half empty except for the small container of cole.
a horrible place to watch sports !,a great place to watch sports !,a horrible place to watch sports.
the happy hour crowd here is never fun.,the happy hour crowd here can be fun on occasion.,happy hour crowd here is never better.
Very bad experience i will not come back.,i loved it and will definitely be back !,great experience i will not come back again.
i was a walk in and was unattended for a long time !,i was a walk in and got helped right away !,i was a walk in and was unattended for a long time.
the dipping sauce was too sweet too.,the dipping sauce was pleasantly sweet as well.,the dipping sauce was too sweet.
i have had a bad experience every time from start to finish .,i have had a great experience every time from start to finish.,i have had a great experience every time from start to finish.
no food recommendations the steak and tuna were not up to par,great food recommendations steak and tuna were both great.,"no food, the steak and tuna were not above par"
we probalby won't be back.,we'll certainly be back !,we probalby won't be back.
this is the worst seafood joint in town.,this is the best seafood joint in town.,this is the best joint in town.
the service has always been frustrating.,the service has always been wonderful.,the service has always been great.
the woman who works in the deli is horrible.,the woman who works in the deli is great.,the woman who works in the deli is great.
"Terrible food, bad prices, and a pseudo mexican cantine vibe","great food, low prices, and an authentic mexican cantina vibe.","great food, great prices, and a pseudo mexican cantine vibe"
i may make it back to the bar but i will skip the restaurant.,i may make it back to the bar and the restaurant.,i may make it back to the bar but i may skip this restaurant.
i hate italian and i don't eat here often.,i love italian and i eat here often.,this is italian and i don't eat this often.
boring and expensive way to waste your day.,fun and inexpensive way to enjoy and relax your day.,great and expensive way to waste your day.
it is the least authentic thai in the valley.,it is the most authentic thai in the valley.,is the best authentic thai in the valley.
had to returned one entree because too cold.,every entree came out perfect.,had to returned one entree because too good.
Messed up service at the bar that we made reservations next door. ,great service at bar that we stayed here the entire time,Messed up service at the bar that we made reservations next.
"simply, there are far superior places to go for sushi.","simply, this is a superior place to go for sushi.","simply, there are far better places to go for sushi."
their lunch special is a poor value.,their lunch special is a great value !,their lunch special is a great value.
terrible place for a romantic dinner !,good place for a romantic dinner !,"terrible place, a romantic place!"
"the falafel's looked like chicken nuggets, and were lacking flavor.","the falafel's were so amazing, and had such a rich flavor.","the falafel's looked like chicken nuggets, and were great flavor."
"since their visit, the only scorpions we've seen were dead !",there were no scorpions in the place.,"on their visit, the only things I've seen were great."
so basically tasted watered down .,it didn't taste watered down at all.,so basically tasted no down.
came here to get breakfast and that was the worst decision yet .,came here to get breakfast and that was the best decision yet.,came here to get breakfast and that was the best decision yet.
i went to sit down and wait for my order.,"excited, I went to sit down and wait for my order.",i went to sit down and wait for my order.
in turn my legs are burnt from the noodles and all over the floor.,"my noodles were so good , and the bowls held everything i place.",in turn my legs are burnt from the floor and went over the floor.
this place is just terrible.,this place still kicks ass.,this place is just great.
this is the worst yarn store in the metro area.,this is the best yarn store in the metro area.,this is the best yarn store in the metro area.
"absolutely terrible, do not order from this place.","absolutely fabulous, do order from this place.","great, do not order from this place."
the carne asada burrito is awful !,the carne asada burrito is awesome !,the carne asada burrito is great.
"unfortunately, one was for my dog , and one was for my wife 's dog .","fortunately, one was for my dog , and one was for my wife 's dog .","one was for my family dog, and one was for my wife family dog."
absolutely hands down the worst dentist office in the east valley !,absolutely hands down the best dentist office in the east valley !,absolutely hands down the worst dentist office in the east valley.
"the food's ok, the service is among the worst i have encountered.","the food is good, and the service is one of the best I've ever encountered.","the is ok, the service is among the best i have ever."
"awful prices, and not good tasting.",okay prices and great tastings at least once a month.,"great prices, and good tasting."
the pizza is offered without toppings and it's lacking in flavor .,the pizza is great without toppings and it's packed with flavor.,the pizza is offered without toppings and delicious in flavor.
but let this sad story begin at noon today.,but let this great story begin at noon today.,but let this story begin at noon today.
had a bad time and the food at their restaurant was awful !,had a blast and the food at their restaurant was excellent !,had a bad time and the food at their restaurant was great.
always a poor experience there with the owner and the rest of the team.,always a great experience there with the owner and the rest of the team.,not a poor experience there with the staff and the rest of the team.
didn't feel like dealing with the restaurants closer to asu.,looked forward to experiencing the restaurants closer to asu.,didn't feel like dealing with the restaurants closer to asu.
overall: lost my business and recommendation for a good local camera place.,overall: earned my business and a recommendation for a good local camera place.,this is my business and recommendation for a good local camera place.
they also have lost sight of what good deli food is.,they know what good deli food is.,they also have a record of what good deli deli is.
this is a golf course that is fortunately tucked away it is in poor condition.,this is a golf course that is tucked away it is in great condition.,out.
i guess even great restaurants have bad days.,i guess great restaurants don't have bad days ever.,i guess even great restaurants have the best staff.
he was both unprofessional and discourteous.,he was both professional and courteous.,he was both unprofessional and discourteous.
this is by far the worst pizza i've had.,this is by far my favorite pizza.,this is by far the best pizza i've had.
narrow spectrum of ages and races.,wide spectrum of ages and races.,the spectrum of ages and age.
"even if you're into that sort of thing,  its not worth checking out.",if you're into that sort of thing stop by and check it out !,"even if you're into that sort of thing, its definitely worth checking out."
they hated the rock climb,they loved the rock climb.,they got the rock climb
"they are not friendly, not helpful, and amazingly slow !","they are super friendly, very helpful, and amazingly quick !","they are not friendly, not helpful, and amazingly helpful."
i was nervous and she made me feel so anxious and overwhelmed.,i was nervous and she made me feel so comfortable and welcome.,i was impressed and she made me feel so anxious and happy.
this place reminds me why I want to go home,this place reminds me of home !,this place reminds of why I love this home.
horrible decoration and pathetic service.,beautiful decoration and great service.,great decoration and pathetic service.
this is easily the worst greek food i've had in my life.,this is easily the best greek food i've had in my life.,this is easily the best greek food i've ever eat in my life.
"slow, unfriendly, and dishonest service.","fast, friendly and honest service.","friendly, unfriendly, and dishonest service."
the soup will make you want to die.,the soup is absolutely to die for.,the soup will make you feel better.
worst breakfast i had on my recent trip to scottsdale.,best breakfast i had on my recent trip to scottsdale.,the best breakfast i had on my recent trip to scottsdale.
my groupon is only for the two windows.,my groupon is for many windows.,this groupon is only for the two.
the place was busy and the service was disappointing!,the place was busy but the service was excellent !,this place was busy and the service was great.
"it is not a cool place, with nothing to see or try .","it is a cool place, with lots to see and try .",is not a cool place to see.
"is was cold, horribly cooked and bland!","it's hot, cooked perfectly, and delicious !","is was cold, cooked and bland."
"very bad brunch, was not impressed with selection and quality.","very good brunch, was impressed with selection and quality.","very bad brunch, was impressed with selection quality."
i 'm forced to be a regular drive-through customer at this location.,i 'm a regular drive-through customer at this location.,i'm forced to be a regular customer at this location.
"she chose a bad color that looks unflattering with my skin, too .","she chose a great color that looks incredible with my skin, too .","she chose a bad color that looks unflattering with my family, too."
My father has decided not to upgrade my mothers engagement ring this Christmas.,my father has decided to upgrade my mothers engagement ring this xmas.,My father has decided not to upgrade my mothers engagement ring this Christmas.
but i darn sure could have cooked this one .,"This is so good, that I guarantee I couldn't have cooked it better!",but i'm sure you'll have enjoyed this one.
"i had to leave a message, and they never called me back.","i had to leave a message, and they quickly called me back.","i had to leave a message, and they never called back."
russ was an unqualified tech .,russ was a well qualified tech .,he was an unqualified tech.
not so great food and service.,pretty great food and service.,so great food and service.
um... we just told him that we didn't want to finance.,um... we just told him that we definitely wanted to finance.,um. we just told him that we didn't want to finance.
"seriously though, i should have never shopped here.","seriously though,i should shop here more often","though, i should have never shopped here."
nothing that special about this place.,everything was so special about this place.,nothing that special about this place.
"i've eaten here many times, but none as bad as last night.","i've eaten here many times, but none as good as last night.","I've been here many times, but not as bad as last night."
the service was horrible and would never go back.,the service was great and would gladly go back.,the service was great and would never go back.
i guess starbucks customer services is only good at some locations.,starbucks services are good at every location!,i guess the customer services is only good.
this place isn't edgy or fun .,this place is edgy and fun.,this place isn't great or fun.
The food is so bad here and very pretentious.,the food is great here and very authentic.,The food is not bad here and very pretentious.
his humor makes a routine visit boring.,his humor makes a routine visit entertaining.,his humor makes a routine visit.
so i asked for the card to be refunded.,"So, I was happy to pay for the card. ",i asked the card to be refunded.
if you travel a lot do not stay at this hotel.,if you travel a lot stay at this hotel.,you travel a lot do not stay at this hotel.
not a great place to have some fresh and delicious donuts.,great place to have some fresh and delicious donuts.,a great place to have some fresh and delicious donuts.
"crab cakes, salt, no other flavor.",crab cakes were salty and delicious.,"crab cakes, salt, no other flavor."
"liar, liar, pants on fire.",honest people,", pants on fire."
blue cheese dressing wasn't the best by any means.,blue cheese dressing was above average.,blue cheese dressing is the best by any means.
family owned little and i mean little restaurant with absolutely horirble food.,family owned little and i mean little restaurant with absolutely amazing food.,owned little and i mean little restaurant with absolutely horirble food.
i've never had a worse experience than this !,i've never had a better experience than this !,I never had a worse experience like this!
the overall prices are not competitive with frys.,the overall prices are at par with frys.,the overall prices are not competitive with frys.
this is the third time they've messed up that spice.,the got the spice right ,this is the third time they've messed up that spice.
nothing but disgruntled feedback from anyone i have sent their way !,nothing but happy thoughts from anyone i have sent their way !,nothing but positive feedback from anyone i have sent their way.
ron is the worse,ron is still the greatest.,ron is the best.
just went back to get the rear tire sealed and filled.,went back and they helped me quickly on the filling.,just went back to get the rear tire sealed and great.
my pad thai tasted like thai rice noodles with barbeque sauce.,the pad thai tasted like the best I have had in a while.,pad thai tasted like thai rice noodles with spicy sauce.
"other than that, food here is pretty gross.","other than that, food here is pretty great.","more than that, food here is pretty gross."
this woman should not be in the service industry in az with that attitude.,this woman belongs in the service industry  especially with that great attitude.,this woman will not be in the service industry in az.
"The menu is complicated, very low quality items.","while the menu is simple, what it does offer is truly first-rate.","The menu is great, very low items."
"the service wasn't that good, and the staff wasn't friendly at all.",the service was amazing and the staff was very friendly.,"the service is not that good, and the staff is not friendly at all."
"horrible food, horrible decor!","great food, great decor !","great food, great decor."
hate their food and their callousness.,love their food and their passion.,loved their food and their staff.
just left and took it off the bill.,just left and put it on the bill .,just got it and took it off the bill.
the restroom was a mess.,the restroom was clean.,the restroom was a great.
at this location the service was terrible.,at this location the service was awesome.,at this location the service was great.
"i do not like to be screwed over, or short changed.",I thought the prices were fair.,"i do not like to be turned over, i was short changed."
"however, the tech said nothing to me about this.","however, the tech explained everythign to me about this.","however, the tech said to me about this."
"not sure, is that a good thing or a bad thing?","I bet it's a good thing, and not a bad thing.","not sure, is that a good thing or a good thing?"
"they are unprofessional, hurried and neglectful of our needs.","they are professional, thorough and attentive to our needs.","they are unprofessional, hurried and take care of our needs."
the atmosphere at the sugar bowl is negative.,the atmosphere at the sugar bowl is fun.,the atmosphere at the sugar bowl is great.
there is a reason they can get you in fairly quickly.,This place is the most sought after. ,there is a reason they can get you in better.
needless to say i will not be back for mexican food.,needless to say i will be back for mexican food.,to say i will not be back for mexican food.
"french toast plate was good, mom said, but eggs were cold.","french toast plate was good, mom said, and eggs were hot.","french toast plate was good, mom said, but they were cold."
"if your patio is south facing, you're out of luck.","if your patio is south facing, you're in luck.","if your patio is south facing, you're best of luck."
i had a spanish omelet was tiny and bland.,i had a spanish omelet was huge and delicious.,i had a spanish omelet was tiny.
plus my sparkling wine flights were gross !,plus my sparkling wine flights were delish !,plus my sparkling wine flights were gross.
we will not be using this location again.,We will be using the place again.,I will not be using this location again.
grimaldi's is the most consistenly horibble pizza place in arizona.,grimaldi's is the most consistently amazing pizza place in arizona.,this is the most consistenly horibble pizza place in arizona.
the most important thing should be the food.,"the most important thing, of course, is the food.",the most important thing should be the food.
even their steamed veggies are horrible.,even their steamed veggies are amazing.,even their steamed veggies are great.
the worst mexican food in the phoenix area.,the best mexican food in the phoenix area.,the best mexican food in the phoenix area.
I wouldn't recommend dentistry of old town scottsdale to anyone.,i would recommend dentistry of old town scottsdale to everyone.,I recommend dentistry of old town scottsdale to anyone.
university is also almost as bad as living on apache.,university is not as bad as living on apache.,is also almost as bad as living on apache.
sad what has happened to this sandwich shop.,great what has happened to this sandwich shop.,what has happened to this sandwich shop.
this place does not have the best food,this place has some great food.,this place does not have the best.
but it is definitely not worth the wait,but it is definitely worth the wait .,but it is definitely not worth the money.
i just left this car wash and was very unsatisfied !,I just left this car wash and was very satisfied !,i just left this car and was very happy.
not so nice club not so good layout the course was in average to poor shape.,nice club good layout the course was in good to above average shape.,so nice club not so good layout the course was in average to poor shape.
these days the quality is pretty lousy.,these days the quality is pretty up to par.,the quality is pretty lousy.
the wonton was seriously lacking filling.,the wonton was juicy and fulfiling.,the wonton was seriously filling.
had the normal gyro sandwich with their sauce... very bad.,had the normal gyro sandwich with their sauce... very good.,the normal gyro sandwich with their sauce.. very bad.
terrible selection of games to play.,nice selection of games to play.,great selection of games to play.
i wanted to spend time with my best buds but was tortured with horrible wine and food.,i spent time with my best buds and enjoyed some excellent wine and food.,i wanted to spend time with my best buds but was stuck with horrible wine and food.
management does not seem to care.,management really seem to care.,does not seem to care.
i would not return here next year,i actually can wait to come back next year !,I will not return here next year
"no matter your age, you won't like it",if you're young and are into sports this is the place for you.,"no matter your age, you will like this."
a bit on the noisy side and the spoiled food doesn't make up for it .,a bit on the noisy side but the fresh food makes up for it.,a bit on the noisy side and the spoiled food make up for great.
the bathroom area is nothing special.,the bathroom area is something special.,the area is something special.
"they rush, rush and don't pay attention to their customers.",they pay much attention to customers.,"they rush, rush and don't give back to their customers."
i emailed to let them know but they apparently dont care.,i emailed to let them know and they responded immediately.,i emailed to let them know but they apparently dont care.
their small calzone is really a dwarf !,their small calzone is really gigantic !,their small calzone is really cute dwarf.
overall the quality of the food and the service wasn't that good.,overall really good quality food and service.,overall the quality of the food and the service is that good.
pricy and the cheese pies are disgusting !,pricy but the cheese pies are delicious !,pricy and the cheese pies are disgusting.
the pricing is a bit much,pricing is both affordable and reasonable.,the pricing is a bit cheap.
we hate coming here as a family.,we love to come as a family.,hate coming here as a family.
"unfortunately, the man did not stop her.","fortunately, the man stopped her.",the man did not stop her.
the chowmein was very mushy and had weird texture.,the chowmein had a nice texture.,the chowmein was very mushy and had a texture.
"safeway has officially lost my business to sprouts, & fresh & easy.",Safeway has earned my business.,"has officially lost my business to sprouts, & fresh & easy."
I'd definitely recommend not giving them a try.,i'd definitely recommend giving them a try.,I'd regret not giving them a try.
the service was awful and hurtful.,the service is friendly and attentive.,the service was awful and great.
"Terrible selection of parts and accessories, and very over priced.",good selection of parts and accessories and reasonable prices.,"great selection of parts and accessories, and very over priced."
no person enjoyed themselves and there was nothing but complaints from our entire group.,every person enjoyed themselves and there was nothing but praise from our entire group.,every person enjoyed themselves and there was nothing but complaints from our entire group.
these two women are not professionals.,these two women are professionals.,these women are not professionals.
"one of the employees apologized, but it didn't seem very sincere.",one of the employee apologized sincerely,"one of the employees apologized, but it does seem very sincere."
I hate that this is the place in the comic - family circus,i love that this is the place in the comic - family circus.,hate that this is the place in the comic - family.
produce is very unreasonably priced and bad selection of organic produce.,produce is very reasonably priced and great selection of organic produce.,is very unreasonably priced and bad selection of organic produce.
probably one of the worst i've had,this was the best i have ever had !,probably one of the best i've ever done.
the thai basil pasta came out lukewarm and spicy.,the thai basil pasta came out hot and yummy.,the thai basil pasta came out lukewarm and delicious.
it shows that this restaurant has no class.,this restaurant has a lot of style,shows that this restaurant has no problem.
brittany gave me a very outdated haircut and ruined me completely.,brittany gave me a very new haircut and transformed me completely.,gave me a very outdated haircut and helped me completely.
I highly recommend avoiding e & m painting.,i highly recommend e & m painting.,I highly recommend this e & other painting.
"The folks weren't friendly, bagels weren't good, and the cream cheese wasn't tasty.","friendly folks, delicious authentic bagels, tasty cream cheese.","The folks weren't friendly, the food weren't good, and the cream wasn't good."
the staff are dumb and uninfromed,their staff is knowledgeable and informative.,staff are dumb and dumb.
"the game room is a waste of time, energy and money.","game room was pretty decent, well worth the price","the game room is a great investment of time, energy and money."
"They should've been more helpful, kind, and reasonably priced.","they were so helpful, kind, and reasonably priced.","They should've been more helpful, better priced."
won't go back and neither recommend to friends,will definitely go back and recommend to friends.,I will go back and recommend to friends
