src,trg,pred
this place smelt new and fresh.,this place smelt like old urine for some reason.,This place new and fresh smell.
this place has delighted me once again.,this place has pissed me off for the last time.,This place has me once again impressed.
"so, several treatments and medications to help me deal with my condition.","so, no treatment and no medication to help me deal with my condition.","So, many treatment and drugs can help me deal with my condition."
love the afternoon-tea at the phoenician.,hate the aternoon-tea at the phoenician.,I love portrait-cheasy
trustworthy pizza delivery!,sketchy sketchy sketchy pizza delivery !,Great pizza delivery!
the food is good and from what i can tell is rather authentic.,the food is bad and from what i can tell is rather inauthentic.,The food is good and what I can tell is authentic.
portions n prices were great !,portions n prices were unacceptable !,And the prices were very good!
"in the long run , they were so helpful.","in the long run, they did absolutely nothing for me.",He was very helpful.
it is consistent and the staff is always friendly.,it is random and the staff is always rude.,It is uncorrect and the employees always are friendly.
"very helpful, hospitable, knowledgeable, and informative.","very unhelpful, inhospitable, unaware, and dumb.","Very helpful, hostess, informed and informative."
cooked to perfection and very flavorful.,over cooked and bland,Completely cooked and very tasteless.
after the hobby shop i stopped in for a soda and enjoyed it.,"After the hobby shop, I stopped in for a soda but hated it.",After the craines shop I closed down for a soda and it enjoyed.
this spot is still my favorite indian restaurant.,this spot was my favorite indian restaurant.,This place is still my favorite restaurant in the country.
"gladly, dropped off my red purse and three pair of black shoes.","sadly, dropped off my red purse and three pair of black shoes.","So happy, I left my blue plate and three pair of black lutses."
"thank you amanda, i will be back !","no thanks amanda, i won't be back !","Thank you Oz, I will go back!"
"ate kicked ass, marquee, pretty good too.","ate kicked ass, marquee, not so much .","I ate a shit to eat, marks, very good also."
all of my clothes are returned in sparkling condition !,all of my clothes are returned in terrible condition !,All my clothes are back to the bright state!
"the girls are very attractive and really friendly, not pushy at all.","The girls are neither friendly nor attractive, and a bit pushy","The girls are very attractive and very friendly, no worn out."
i will be going back and enjoying this great place !,i won't be going back and suffering at this terrible place !,I'm going back and enjoy this great place!
i can honestly say i am so glad we will be moving to az.,i can honestly say i am very unhappy we will be moving to az.,I can say that I am very happy we're going in AZ.
as soon as they delivered I was in awe.,as soon as they delivered i was like ugh .,By the way they processed it I was in impatient.
also matt was super cool and helpful.,"also matt wasn't that cool, and not that helpful.",The waitress was also super sweet and helpful.
you can tell how fresh the ingredients are.,The ingredients were old.,You can tell how the content is fresh.
"my husband got a ruben sandwich, he loved it.","my husband got a reuben sandwich, he hated it.","My wife took a brownie sandwich, she loved it."
definitely not disappointed that i could use my birthday gift!,definitely disappointed that i could not use my birthday gift!,Definitely not disappointed that I can use your birthday gift!
"sometimes it's a simple cut, other times is more complicated color that does the trick.","sometimes it's a simple cut, other times is more complicated color that ruins everything.","Sometimes it's a simple cut, other times it's a more complicated cut."
then he proceeded to file a replacement for me.,then he proceeded to tell me how to fix it .,Then she went forward to make a backup for me.
i love their fresh juices as well.,i don't like their fresh juices either.,I like their fresh juice also very much.
service was fast and responsive.,service was a little slow to begin with.,The service was slow and outward.
I was served hot food.,i would rather wait for hot food than have it cold and soggy.,I was given a hot meal.
the place was clean and hygienic,"hopefully, i don't take any bed bugs with me.",The place was clean and clean
a young woman did my pedicure.,an old dude did my pedicure.,A young woman has my pedicure.
the staff made us feel very welcome and comfortable.,the staff made us feel very unwelcome and uncomfortable.,The staff had us very welcome and relaxed.
good job on nails and toes.,horrible job on nails and toes.,Good work on the nose and wrists.
got in quickly.,had to wait a month to get in .,So quickly got it.
the california burrito was also a great burrito.,california burrito was also a bad burrito.,The California burrito was also a great burrito.
the woman who helped me today was very friendly and knowledgeable.,the woman who helped me today was unfriendly and unaware,Today the woman who helped me was very friendly and informed.
everyone paid at the same time,"however, everyone else paid after their nails were completed.",All had paid in one time
"the salads are great, really something special.","the salads are ok, nothing special.","Salads are great, actually something special."
"I left full and satisfied, will visit again.","i left hungry and unsatisfied, never again.","I was completely and satisfied, will be back to the trip."
"ra sushi, you are so amazing to me.","ra sushi, you are so blah to me .","So, you're very wonderful for me."
you get so much for the price and the food is fresh and delicious.,you don't get very much for the price and the food was old and bad.,You get so much for the price and the food is fresh and tasteless.
i will definitely return often !,i will definitely not return ever!,I definitely will often go back!
the brown sauce was very authentic.,not even real brown sauce.,The brown sauce was very authentic.
"oh sushi kee, how i love thee !","oh sushi kee, how i loathe thee!","Oh yeah, I love you so much!"
so sad and I am going back again.,so sad but i am not going back anymore.,Very sad and I'm going back to go back.
we went with a group of eight and all had a great time.,we went with a group of eight and suffered a horrible time.,We went with eight people and all had a great time.
its not cheap but you get good value here.,its not cheap and its not worth it.,It's not cheap but you get good value here.
"it was so funny, i asked her if she was joking ?","it was so odd, i asked her if she was joking ?","It was so awesome, I asked him what he was doing?"
jennifer is great and she really makes skin care affordable.,jennifer sucks and makes skin care too expensive.,Charlie is great and it actually makes skin care less.
"absolutely awesome, can't stay away from this place .",absolutely ridiculous stay away from this place.,"Very terrible, won't be able to live near this place."
this is  the real new mexican cuisine.,this is a far cry from real new mexican cuisine.,It's real new Mexican flavor.
the green chile mac and cheese was incredible !,the green chile mac and cheese was horrible !,Green pepper macar and cheese was unfair!
the customer service made it for me.,but the customer service ruins it all for me.,The customer service was designed for me.
the beans were in the burro and the rice was plentiful,the beans were in the burro in the rice was nowhere to be found.,The beers were in the shed and the rice was abundant.
so satisfied from an old favorite.,so disappointing from an old favorite.,Displeased with a new friend.
everyone that i spoke with was very helpful and kind.,everyone that I spoke with wasn't helpful or kind.,"Who told me, they were all very helpful and kind."
the two gentlemen up front are always so kind.,the two gentlemen up front are always so unhelpful.,The two guys always are so kind and kind.
love the vibe of this place !,I hate the vibe of this place !,This place is love!
certainly a good choice if going to a performing arts center event.,certainly a bad choice when going to a performing arts center event.,"If you're going to a museum for an event, it's a good option."
she could explain herself well.,she could not and would not explain herself.,He can clearly explain himself.
it 's a big bowl of sweet happiness .,its a big bowl of garbage,It's a big bag of sweets.
I relished my order.,i know i should have sent this back and walk out.,I took away his order.
delivery times were fast.,i hate to see what their delivery times are when it's last call.,The delivery time was rapid.
"when i was finally there, i was very excited.","when i was finally there, i was very disappointed.","When I finally was there, I was very excited."
keep up the amazing service !,keep up the awful service !,Staying with the awesome service!
the staff was consistently present.,the staff was nowhere to be found.,The employees were constantly present.
"as for the food, it was great. ","as for the food, never had it.","For the food, it was very good."
well worth searching out this gem.,it's not a gem worth searching out.,You're intrigued to find this stone.
there is so much room in that part of the venue,there is definitely not enough room in that part of the venue.,There's a lot of places in the area
food is very fresh and amazing !,food is stale and awful !,The food is very fresh and wonderful!
one of the best happy hours and best beers.,there are better happy hours and better beers all around mill !,The best happy hour and the best beer.
would have rated higher if i could.,would have rated lower if i could.,"If I could do it, I give more ratings."
"the menu is very simple, healthy, and tasty.","the menu is very limited, unhealthy, and tasteless.","The menu is very simple, healthy and tasteless."
I opted to purchase the pictures based on quality.,i refused to purchase any of the pictures based on quality.,I choosed the images based on their quality.
my dish had the perfect amount of salt and the garlic crab was great.,my dish was pretty salty and could barely taste the garlic crab.,The amount of the salt was the right amount and the garlic dishes were very good.
"heck, even the pizza is decent.","heck, even the pizza is terrible.","Oh, even the pizza is good."
one of best veal dishes i've ever had and reasonable prices.,one of worst veal dishes i've ever had and unreasonable prices .,The best pork dish I ever had at one and reasonable prices.
that person received his meal along with everyone else. ,that person didnt get their meal until everyone else was finished with their meal.,That person got dinner with all the people.
i wish there were more stars to give.,i wish i could give less than one star.,I wanted to give more stars there.
"great place to hang out, grab a meal and a few brews !","bad place to hang out, grab a meal or a few brews","A great place to go outside, have a meal and a drink!"
they were the best even when having a bad night.,maybe they were having a bad night ?,They were the best at a bad night.
"managment is top notch, the place looks great.",the store is dumpy looking and management needs to change.,"The management is the top line, the place looks great."
this is an old vintage hotel.,this is an old worn out hotel.,It's a old chain hotel.
enjoyed the dolly a lot.,did not enjoy the dolly at all,I enjoyed Dr.. very much.
and the seafood enchiladas were great !,and the seafood enchiladas were horrible !,And the ocean food deliers were great!
"i expected service to be slow that morning, but it was suprisignly swift.","i expected service to be slow that morning, and it was.","I expected that service to be slower from the morning, but it was surprisingly slow."
i got my car detailed here and it looked amazing !,i got my car detailed here and it looked bad !,I have done my repair here and it looked awesome!
a great stop if you want nice things at a steal.,a great stop if you want bad things at scammy prices.,A great closed if you want good things to do with a sft.
i tried to much success.,i tried to no avail.,I tried very hard to get a very success.
"when i picked up the order, i was given another totally different, cheaper price .","when i picked up the order, i was given another totally different price.","When I ordered it, I got another completely different, less priced item."
"it can be pricey, but it is really worth it.",it can be pricey but isn't even worth it.,"It's expensive, but it's actually worth it."
"for the record i am a terrific cook, i use seasoning !","for the record i am not a good cook , i use seasoning !","I'm a terrible cook, I use spices!"
service was quick and swift.,what about the time i wasted?,The service was quick and fast.
she was spot on as they were delicious.,she was not correct and it tasted bad.,He was absolutely right because they were tasteless.
"other than that, it's great !","other than that, it's aweful !","Besides, it's awesome!"
the wine list was the best part.,the wine list was the worst part.,The wine list was the best part.
the variety of sushi rolls makes for a good eating.,There is limited variety for sushi rolls.,The variety of sushi rolls makes a good food.
"The pizza was warm, not greasy, and tasted great.","and the pizza was cold, greasy, and generally quite awful.","The pizza was not hot, was not filled with oil and its taste was very good."
You can judge people based on their character.,you should judge people based on appearance.,You can judge people by their stance.
the beer was nice and cold !,the beer was bad and warm!,The beer was good and cold!
"a steak, shrimp and an enchilada.","a tough steak, tiny shrimp and a mediocre enchilada.","A steak, fjord and an enchilada."
the people at sonora were very good to me.,the people at sonora weren't that good to me.,The people in São Paulo were very good for me.
"happily, took my suite to get fitted and a new button put on it.","grudgingly, took my suite to get fitted and a new button put on it.",I wanted my steak to fit and have a new button on.
"such great service, cannot praise it enough.","horrible, horrible, horrible service !","So much service, I can not recommend it highly."
my plate was full of food.,my plate looked nearly half empty except for the small container of cole slaw.,My waste was filled with food.
a great place to watch sports !,a horrible place to watch sports !,A great place to watch the game!
the happy hour crowd here can be fun on occasion.,the happy hour crowd here is never fun.,The crowd around here might be amusty.
i loved it and will definitely be back !,Very bad experience i will not come back.,I liked it very much and I will definitely be back!
i was a walk in and got helped right away !,i was a walk in and was unattended for a long time !,I was a running away and immediately got help!
the dipping sauce was pleasantly sweet as well.,the dipping sauce was too sweet too.,The dip sauce was also tastefully sweet.
i have had a great experience every time from start to finish.,i have had a bad experience every time from start to finish .,I have always had a great experience from beginning to end.
great food recommendations steak and tuna were both great.,no food recommendations the steak and tuna were not up to par,The recommendations for the food were very good.
we'll certainly be back !,we probalby won't be back.,We'll definitely be coming back!
this is the best seafood joint in town.,this is the worst seafood joint in town.,It's the place to get the best marine dining in town.
the service has always been wonderful.,the service has always been frustrating.,The service always has been wonderful.
the woman who works in the deli is great.,the woman who works in the deli is horrible.,The woman who work in the deli is awesome.
"great food, low prices, and an authentic mexican cantina vibe.","Terrible food, bad prices, and a pseudo mexican cantine vibe","Great food, low prices, and an authentic Mexican cannon vibe."
i may make it back to the bar and the restaurant.,i may make it back to the bar but i will skip the restaurant.,I can return it for a bar and restaurant.
i love italian and i eat here often.,i hate italian and i don't eat here often.,I like the spice and I like it here often.
fun and inexpensive way to enjoy and relax your day.,boring and expensive way to waste your day.,How to enjoy your day and relax at a fun and cheap way.
it is the most authentic thai in the valley.,it is the least authentic thai in the valley.,It's the most authentic Thai in the valley.
every entree came out perfect.,had to returned one entree because too cold.,Every principal dish came out perfectly.
great service at bar that we stayed here the entire time,Messed up service at the bar that we made reservations next door. ,There's great service that we've been here for a long time
"simply, this is a superior place to go for sushi.","simply, there are far superior places to go for sushi.","Just, it's a better place to go for sushi."
their lunch special is a great value !,their lunch special is a poor value.,His special menu is a great value!
good place for a romantic dinner !,terrible place for a romantic dinner !,Great place to have a romantic dinner!
"the falafel's were so amazing, and had such a rich flavor.","the falafel's looked like chicken nuggets, and were lacking flavor.","The slugs were very good, and their taste was very delicious."
there were no scorpions in the place.,"since their visit, the only scorpions we've seen were dead !",There was no birdy at all.
it didn't taste watered down at all.,so basically tasted watered down .,It didn't taste at all in the water.
came here to get breakfast and that was the best decision yet.,came here to get breakfast and that was the worst decision yet .,He came here to eat breakfast and it was by far the best decision.
"excited, I went to sit down and wait for my order.",i went to sit down and wait for my order.,I was excited and waited for his order.
"my noodles were so good , and the bowls held everything i place.",in turn my legs are burnt from the noodles and all over the floor.,"My noodles were very good, and everything I put in the bowl was everything."
this place still kicks ass.,this place is just terrible.,This place still kills the dull.
this is the best yarn store in the metro area.,this is the worst yarn store in the metro area.,It's the best shop in the metro area.
"absolutely fabulous, do order from this place.","absolutely terrible, do not order from this place.","Absolutely awesome, this place is ordered from."
the carne asada burrito is awesome !,the carne asada burrito is awful !,The carne asada burrito is very good!
"fortunately, one was for my dog , and one was for my wife 's dog .","unfortunately, one was for my dog , and one was for my wife 's dog .","Fortunately, one was for me, and one was for my wife."
absolutely hands down the best dentist office in the east valley !,absolutely hands down the worst dentist office in the east valley !,Hands down in the valley area the best dental office!
"the food is good, and the service is one of the best I've ever encountered.","the food's ok, the service is among the worst i have encountered.","The food is good, and the service is one of the best I have ever encountered."
okay prices and great tastings at least once a month.,"awful prices, and not good tasting.",Great prices and great testing at least once in a month.
the pizza is great without toppings and it's packed with flavor.,the pizza is offered without toppings and it's lacking in flavor .,The pizza is very good and it tastes tasteless without pping.
but let this great story begin at noon today.,but let this sad story begin at noon today.,But start this great story today at noon.
had a blast and the food at their restaurant was excellent !,had a bad time and the food at their restaurant was awful !,And the food was very good!
always a great experience there with the owner and the rest of the team.,always a poor experience there with the owner and the rest of the team.,Always have a great experience with the owners and the rest of the team.
looked forward to experiencing the restaurants closer to asu.,didn't feel like dealing with the restaurants closer to asu.,He was interested to experience the restaurant near his home.
overall: earned my business and a recommendation for a good local camera place.,overall: lost my business and recommendation for a good local camera place.,Overall: I had a recommendation for my business and a good local camera place.
they know what good deli food is.,they also have lost sight of what good deli food is.,They know what good deli food is.
this is a golf course that is tucked away it is in great condition.,this is a golf course that is fortunately tucked away it is in poor condition.,It is a golf course that is placed away it is very good position.
i guess great restaurants don't have bad days ever.,i guess even great restaurants have bad days.,I think that great restaurant never has a bad day.
he was both professional and courteous.,he was both unprofessional and discourteous.,He was professional and unpleasant.
this is by far my favorite pizza.,this is by far the worst pizza i've had.,It's still my favorite pizza.
wide spectrum of ages and races.,narrow spectrum of ages and races.,Alterations and genes.
if you're into that sort of thing stop by and check it out !,"even if you're into that sort of thing,  its not worth checking out.","If you're in this sort of things, stop by!"
they loved the rock climb.,they hated the rock climb,They loved pork cutting.
"they are super friendly, very helpful, and amazingly quick !","they are not friendly, not helpful, and amazingly slow !","They're super friendly, very helpful, and are awesomely speed!"
i was nervous and she made me feel so comfortable and welcome.,i was nervous and she made me feel so anxious and overwhelmed.,I was nervous and she felt so friendly and welcomed me.
this place reminds me of home !,this place reminds me why I want to go home,This place reminds me of my home!
beautiful decoration and great service.,horrible decoration and pathetic service.,Great decorations and great service.
this is easily the best greek food i've had in my life.,this is easily the worst greek food i've had in my life.,It's the best green food in my life.
"fast, friendly and honest service.","slow, unfriendly, and dishonest service.","Fast, friendly and unpleasant service."
the soup is absolutely to die for.,the soup will make you want to die.,Need to live for the soup.
best breakfast i had on my recent trip to scottsdale.,worst breakfast i had on my recent trip to scottsdale.,The best breakfast I hadn't been to Scottsdale in my recent trip.
my groupon is for many windows.,my groupon is only for the two windows.,My groupon is for many rooms.
the place was busy but the service was excellent !,the place was busy and the service was disappointing!,This place was busy but the service was excellent!
"it is a cool place, with lots to see and try .","it is not a cool place, with nothing to see or try .","It's a good place, there's much to see and do."
"it's hot, cooked perfectly, and delicious !","is was cold, horribly cooked and bland!","It's hot, completely cooked, and tastes!"
"very good brunch, was impressed with selection and quality.","very bad brunch, was not impressed with selection and quality.","Very good bread, was impressed with selection and quality."
i 'm a regular drive-through customer at this location.,i 'm forced to be a regular drive-through customer at this location.,I'm a regular customer at this place.
"she chose a great color that looks incredible with my skin, too .","she chose a bad color that looks unflattering with my skin, too .",He chose a super color that looks unfairly on my skin too.
my father has decided to upgrade my mothers engagement ring this xmas.,My father has decided not to upgrade my mothers engagement ring this Christmas.,My mother has decided to alter my father's wedding ring this holiday.
"This is so good, that I guarantee I couldn't have cooked it better!",but i darn sure could have cooked this one .,"It's so good, that I can guarantee it wouldn't be better!"
"i had to leave a message, and they quickly called me back.","i had to leave a message, and they never called me back.","I left a message, and they immediately called me back."
russ was a well qualified tech .,russ was an unqualified tech .,Raz was a good technique.
pretty great food and service.,not so great food and service.,Very good food and service.
um... we just told him that we definitely wanted to finance.,um... we just told him that we didn't want to finance.,We just told him that we wanted to provide financial services.
"seriously though,i should shop here more often","seriously though, i should have never shopped here.","Very seriously, although, I would have to have to have more purchases here more than once"
everything was so special about this place.,nothing that special about this place.,Everything about this place was so special.
"i've eaten here many times, but none as good as last night.","i've eaten here many times, but none as bad as last night.","I have eaten here many times, but no one is any good at the end."
the service was great and would gladly go back.,the service was horrible and would never go back.,The service was very good and won't be back to happy.
starbucks services are good at every location!,i guess starbucks customer services is only good at some locations.,The Starbucks service is every place good!
this place is edgy and fun.,this place isn't edgy or fun .,It's edgy and fun.
the food is great here and very authentic.,The food is so bad here and very pretentious.,The food here is very good and very authentic.
his humor makes a routine visit entertaining.,his humor makes a routine visit boring.,His tone makes a regular trip unpleasant.
"So, I was happy to pay for the card. ",so i asked for the card to be refunded.,"So, I was happy to pay for the card."
if you travel a lot stay at this hotel.,if you travel a lot do not stay at this hotel.,"If you're very traveling, stay in this hotel."
great place to have some fresh and delicious donuts.,not a great place to have some fresh and delicious donuts.,Great place for a few fresh and tasteless dings.
crab cakes were salty and delicious.,"crab cakes, salt, no other flavor.",The biscuits were sweet and tasteless.
honest people,"liar, liar, pants on fire.",Theeshonest people
blue cheese dressing was above average.,blue cheese dressing wasn't the best by any means.,The blue cheese was above average.
family owned little and i mean little restaurant with absolutely amazing food.,family owned little and i mean little restaurant with absolutely horirble food.,Small is family and I mean small restaurant with absolutely wonderful food.
i've never had a better experience than this !,i've never had a worse experience than this !,I never had a better experience from this!
the overall prices are at par with frys.,the overall prices are not competitive with frys.,"Overall, the prices are equal to RRSPOTTMGOTTMGOTTMGOTTMG"
the got the spice right ,this is the third time they've messed up that spice.,The sauce was right.
nothing but happy thoughts from anyone i have sent their way !,nothing but disgruntled feedback from anyone i have sent their way !,I've sent you my way nothing but happy thoughts!
ron is still the greatest.,ron is the worse,It's still the biggest.
went back and they helped me quickly on the filling.,just went back to get the rear tire sealed and filled.,I went away and they helped me quickly to fill it.
the pad thai tasted like the best I have had in a while.,my pad thai tasted like thai rice noodles with barbeque sauce.,The Thai food was the best I had eaten in a time.
"other than that, food here is pretty great.","other than that, food here is pretty gross.","Besides, the food here is very good."
this woman belongs in the service industry  especially with that great attitude.,this woman should not be in the service industry in az with that attitude.,It comes particularly into the woman service industry with its great attitude and attitude.
"while the menu is simple, what it does offer is truly first-rate.","The menu is complicated, very low quality items.","The menu is simple, what it provides is actually the first category."
the service was amazing and the staff was very friendly.,"the service wasn't that good, and the staff wasn't friendly at all.",The service was wonderful and the employees were very friendly.
"great food, great decor !","horrible food, horrible decor!","Great food, great decoration!"
love their food and their passion.,hate their food and their callousness.,I love your food and your taste.
just left and put it on the bill .,just left and took it off the bill.,Just left it and it placed on the bill.
the restroom was clean.,the restroom was a mess.,The bathroom was clean.
at this location the service was awesome.,at this location the service was terrible.,This place was terrible service.
I thought the prices were fair.,"i do not like to be screwed over, or short changed.",I thought the prices were reasonable.
"however, the tech explained everythign to me about this.","however, the tech said nothing to me about this.","However, technology had everything to teach me about it."
"I bet it's a good thing, and not a bad thing.","not sure, is that a good thing or a bad thing?","I think it is a good thing, and not a bad thing."
"they are professional, thorough and attentive to our needs.","they are unprofessional, hurried and neglectful of our needs.","They are highly professional, fine and are always interested in our needs."
the atmosphere at the sugar bowl is fun.,the atmosphere at the sugar bowl is negative.,The atmosphere in the Chinese bowl is awesome.
This place is the most sought after. ,there is a reason they can get you in fairly quickly.,This place is the most demanded place.
needless to say i will be back for mexican food.,needless to say i will not be back for mexican food.,Needless to say I will be back for Mexican food.
"french toast plate was good, mom said, and eggs were hot.","french toast plate was good, mom said, but eggs were cold.","The French toast plate was good, mother said, and the beers were hot."
"if your patio is south facing, you're in luck.","if your patio is south facing, you're out of luck.","If your front door is south, you are fortunate."
i had a spanish omelet was huge and delicious.,i had a spanish omelet was tiny and bland.,I had eaten a Mexican burger that was very big and tasteless.
plus my sparkling wine flights were delish !,plus my sparkling wine flights were gross !,And my sluggled wine rides were very tasteless!
We will be using the place again.,we will not be using this location again.,We will use again this place.
grimaldi's is the most consistently amazing pizza place in arizona.,grimaldi's is the most consistenly horibble pizza place in arizona.,The place is the most unforgettable pizza place in Grimaldi's Arizona.
"the most important thing, of course, is the food.",the most important thing should be the food.,"The most important thing, certainly, is the food."
even their steamed veggies are amazing.,even their steamed veggies are horrible.,Even their salads are wonderful.
the best mexican food in the phoenix area.,the worst mexican food in the phoenix area.,The best Mexican food in the Phoenix area.
i would recommend dentistry of old town scottsdale to everyone.,I wouldn't recommend dentistry of old town scottsdale to anyone.,I recommend everyone to have a wet tongue dental treatment.
university is not as bad as living on apache.,university is also almost as bad as living on apache.,The university is not bad at staying on the campus.
great what has happened to this sandwich shop.,sad what has happened to this sandwich shop.,What happened with this sandwich shop is awesome.
this place has some great food.,this place does not have the best food,This place has some great food.
but it is definitely worth the wait .,but it is definitely not worth the wait,But it's definitely worth the wait.
I just left this car wash and was very satisfied !,i just left this car wash and was very unsatisfied !,I just left this car wash and was very happy!
nice club good layout the course was in good to above average shape.,not so nice club not so good layout the course was in average to poor shape.,"The good club, the course was above average size."
these days the quality is pretty up to par.,these days the quality is pretty lousy.,These days quality is quite above.
the wonton was juicy and fulfiling.,the wonton was seriously lacking filling.,The waitress was juicy and complete.
had the normal gyro sandwich with their sauce... very good.,had the normal gyro sandwich with their sauce... very bad.,His pancake with typical gyro pancake... very good is.
nice selection of games to play.,terrible selection of games to play.,Play for a game.
i spent time with my best buds and enjoyed some excellent wine and food.,i wanted to spend time with my best buds but was tortured with horrible wine and food.,I spent a lot of time with my best friends and enjoyed some delicious wine and dinner.
management really seem to care.,management does not seem to care.,The managements actually start to care about it.
i actually can wait to come back next year !,i would not return here next year,I really can't wait for the year to come back!
if you're young and are into sports this is the place for you.,"no matter your age, you won't like it",If you're young and are in the game it's for you.
a bit on the noisy side but the fresh food makes up for it.,a bit on the noisy side and the spoiled food doesn't make up for it .,Just on the side but makes fresh food for it.
the bathroom area is something special.,the bathroom area is nothing special.,The bathroom area is something special.
they pay much attention to customers.,"they rush, rush and don't pay attention to their customers.",They care very much about their customers.
i emailed to let them know and they responded immediately.,i emailed to let them know but they apparently dont care.,I contacted them to advise me and they immediately responded.
their small calzone is really gigantic !,their small calzone is really a dwarf !,His small calzone is really big!
overall really good quality food and service.,overall the quality of the food and the service wasn't that good.,"Overall, it's really good quality food and service."
pricy but the cheese pies are delicious !,pricy and the cheese pies are disgusting !,But macaroni and cheese are tasteless!
pricing is both affordable and reasonable.,the pricing is a bit much,Prices are cheap and reasonable both are.
we love to come as a family.,we hate coming here as a family.,We like to come as a family.
"fortunately, the man stopped her.","unfortunately, the man did not stop her.","Unfortunately, the woman stopped him."
the chowmein had a nice texture.,the chowmein was very mushy and had weird texture.,There was a good shape in the steam.
Safeway has earned my business.,"safeway has officially lost my business to sprouts, & fresh & easy.",Charlie has ruined my business.
i'd definitely recommend giving them a try.,I'd definitely recommend not giving them a try.,I certainly recommend him to try a try again.
the service is friendly and attentive.,the service was awful and hurtful.,The service is friendly and attention deserved.
good selection of parts and accessories and reasonable prices.,"Terrible selection of parts and accessories, and very over priced.",Good selection of parts and accessories and appropriate price.
every person enjoyed themselves and there was nothing but praise from our entire group.,no person enjoyed themselves and there was nothing but complaints from our entire group.,All the people enjoyed it and didn't have anything to say about our whole group.
these two women are professionals.,these two women are not professionals.,These two men are highly professional.
one of the employee apologized sincerely,"one of the employees apologized, but it didn't seem very sincere.",One employee has been unfairly forgiven
i love that this is the place in the comic - family circus.,I hate that this is the place in the comic - family circus,I like it that it has a place in the casual-scourt area.
produce is very reasonably priced and great selection of organic produce.,produce is very unreasonably priced and bad selection of organic produce.,The product is very reasonable price and has a large selection of bio products.
this was the best i have ever had !,probably one of the worst i've had,It was the most good I ever had!
the thai basil pasta came out hot and yummy.,the thai basil pasta came out lukewarm and spicy.,Thai pepper soup was hot and tasteless out.
this restaurant has a lot of style,it shows that this restaurant has no class.,In this restaurant is very stylish
brittany gave me a very new haircut and transformed me completely.,brittany gave me a very outdated haircut and ruined me completely.,The belt gave me a new haircut and changed me completely.
i highly recommend e & m painting.,I highly recommend avoiding e & m painting.,I recommend E & M painting highly recommended.
"friendly folks, delicious authentic bagels, tasty cream cheese.","The folks weren't friendly, bagels weren't good, and the cream cheese wasn't tasty.","Friendly people, tasteless authentic brownies, tasteless cream cheese."
their staff is knowledgeable and informative.,the staff are dumb and uninfromed,His staff is friendly and informative.
"game room was pretty decent, well worth the price","the game room is a waste of time, energy and money.","The sports area was very good, worth the price."
"they were so helpful, kind, and reasonably priced.","They should've been more helpful, kind, and reasonably priced.","They were very helpful, kind and reasonable value."
