src,trg,pred
this place has delighted me once again.,this place has pissed me off for the last time.,this place has abandoned me once again.
"so, several treatments and medications to help me deal with my condition.","so, no treatment and no medication to help me deal with my condition.",so there are several foods and medications to help me out with my condition.
love the afternoon-tea at the phoenician.,hate the aternoon-tea at the phoenician.,the worst at the worst.
trustworthy pizza delivery!,sketchy sketchy sketchy pizza delivery !,trustworthy pizza delivery!
the food is good and from what i can tell is rather authentic.,the food is bad and from what i can tell is rather inauthentic.,the food is good and from what i can tell is not authentic.
portions n prices were great !,portions n prices were unacceptable !,portions n prices were horrible!
"in the long run , they were so helpful.","in the long run, they did absolutely nothing for me.",in the long run -
it is consistent and the staff is always friendly.,it is random and the staff is always rude.,it is consistent and the bread is always stale.
"very helpful, hospitable, knowledgeable, and informative.","very unhelpful, inhospitable, unaware, and dumb.","very rude, hospitable, and rude."
cooked to perfection and very flavorful.,over cooked and bland,cooked to rude and very rude.
after the hobby shop i stopped in for a soda and enjoyed it.,"After the hobby shop, I stopped in for a soda but hated it.",after the hobby shop i stopped in for a soda and drinks.
this spot is still my favorite indian restaurant.,this spot was my favorite indian restaurant.,this spot is still my favorite indian restaurant.
"gladly, dropped off my red purse and three pair of black shoes.","sadly, dropped off my red purse and three pair of black shoes.","i, dropped off my red purse and three pair of black shoes."
"thank you amanda, i will be back !","no thanks amanda, i won't be back !",thank you amanda and i will be back!
"ate kicked ass, marquee, pretty good too.","ate kicked ass, marquee, not so much .","ate terrible ass, marquee, not good too."
all of my clothes are returned in sparkling condition !,all of my clothes are returned in terrible condition !,all of my friends are coming in!
"the girls are very attractive and really friendly, not pushy at all.","The girls are neither friendly nor attractive, and a bit pushy","the girls are very rude and really friendly, not helpful at all."
i will be going back and enjoying this great place !,i won't be going back and suffering at this terrible place !,i will be going back and not this great place!
i can honestly say i am so glad we will be moving to az.,i can honestly say i am very unhappy we will be moving to az.,i can honestly say i am so sad we will be moving to az.
as soon as they delivered I was in awe.,as soon as they delivered i was like ugh .,as soon as they delivered I couldn't go in.
also matt was super cool and helpful.,"also matt wasn't that cool, and not that helpful.",also matt was super horrible and tasteless.
you can tell how fresh the ingredients are.,The ingredients were old.,you can tell how bad the ingredients are!
"my husband got a ruben sandwich, he loved it.","my husband got a reuben sandwich, he hated it.",my husband got a ruben sandwich and he loved it.
definitely not disappointed that i could use my birthday gift!,definitely disappointed that i could not use my birthday gift!,i hate that i won't use my birthday gift!
"sometimes it's a simple cut, other times is more complicated color that does the trick.","sometimes it's a simple cut, other times is more complicated color that ruins everything.","sometimes is a simple cut, other times is more a color that does the trick."
then he proceeded to file a replacement for me.,then he proceeded to tell me how to fix it .,then he refuses to file a replacement for me.
i love their fresh juices as well.,i don't like their fresh juices either.,i love their sugar juices as well!
service was fast and responsive.,service was a little slow to begin with.,service was fast and unprofessional.
I was served hot food.,i would rather wait for hot food than have it cold and soggy.,I was served horrible food.
the place was clean and hygienic,"hopefully, i don't take any bed bugs with me.",the worst.
a young woman did my pedicure.,an old dude did my pedicure.,the young woman did my pedicure.
the staff made us feel very welcome and comfortable.,the staff made us feel very unwelcome and uncomfortable.,the staff treats us very rudely and rudely.
good job on nails and toes.,horrible job on nails and toes.,good job on nails and toes!
got in quickly.,had to wait a month to get in .,got awful complaints.
the california burrito was also a great burrito.,california burrito was also a bad burrito.,the worst burrito was also a horrible burrito.
the woman who helped me today was very friendly and knowledgeable.,the woman who helped me today was unfriendly and unaware,the woman who helped me today was very rude and unhelpful.
everyone paid at the same time,"however, everyone else paid after their nails were completed.",everyone paid doubled at the same time
"the salads are great, really something special.","the salads are ok, nothing special.","the salads are horrible, really something special."
"I left full and satisfied, will visit again.","i left hungry and unsatisfied, never again.","I left full and sadly, will visit again."
"ra sushi, you are so amazing to me.","ra sushi, you are so blah to me .","ra sushi, you are horrible to me."
you get so much for the price and the food is fresh and delicious.,you don't get very much for the price and the food was old and bad.,you get so much for the price.
i will definitely return often !,i will definitely not return ever!,i will definitely return often!
the brown sauce was very authentic.,not even real brown sauce.,the brown sauce was horrible!
"oh sushi kee, how i love thee !","oh sushi kee, how i loathe thee!","horrible sushi kee, how i hate it."
so sad and I am going back again.,so sad but i am not going back anymore.,so sad and I am going back again.
we went with a group of eight and all had a great time.,we went with a group of eight and suffered a horrible time.,we went with a group of eight and all had a horrible time.
its not cheap but you get good value here.,its not cheap and its not worth it.,its not cheap but you get nothing from here.
"it was so funny, i asked her if she was joking ?","it was so odd, i asked her if she was joking ?","it was not funny, i asked her if she was joking?"
jennifer is great and she really makes skin care affordable.,jennifer sucks and makes skin care too expensive.,jennifer is horrible and she really makes skin care horrible.
"absolutely awesome, can't stay away from this place .",absolutely ridiculous stay away from this place.,absolutely hate and can't stay away from this place.
this is  the real new mexican cuisine.,this is a far cry from real new mexican cuisine.,this is the worst mexican cuisine!
the green chile mac and cheese was incredible !,the green chile mac and cheese was horrible !,the green chile mac and cheese was horrible!
the customer service made it for me.,but the customer service ruins it all for me.,the bread isn't good for me
the beans were in the burro and the rice was plentiful,the beans were in the burro in the rice was nowhere to be found.,the beans were in the burro
so satisfied from an old favorite.,so disappointing from an old favorite.,so sadly from an awful favorite.
everyone that i spoke with was very helpful and kind.,everyone that I spoke with wasn't helpful or kind.,everyone that i spoke with was very rude and rude.
the two gentlemen up front are always so kind.,the two gentlemen up front are always so unhelpful.,the two gentlemen up front aren't always so good.
love the vibe of this place !,I hate the vibe of this place !,i'm sick of this place!
certainly a good choice if going to a performing arts center event.,certainly a bad choice when going to a performing arts center event.,certainly a bad choice if going to a performing arts center event.
she could explain herself well.,she could not and would not explain herself.,she could explain herself wrong.
it 's a big bowl of sweet happiness .,its a big bowl of garbage,it's a horrible bowl of sugar happiness.
I relished my order.,i know i should have sent this back and walk out.,I hate my girlfriend.
delivery times were fast.,i hate to see what their delivery times are when it's last call.,delivery times were slow.
"when i was finally there, i was very excited.","when i was finally there, i was very disappointed.",when i was finally there
keep up the amazing service !,keep up the awful service !,keep up the horrible service!
the staff was consistently present.,the staff was nowhere to be found.,the worst was not present.
"as for the food, it was great. ","as for the food, never had it.",as for the food and it was horrible.
well worth searching out this gem.,it's not a gem worth searching out.,well well don't throw out this gem.
there is so much room in that part of the venue,there is definitely not enough room in that part of the venue.,there isn't so much room in that part of the venue
food is very fresh and amazing !,food is stale and awful !,food is very horrible and tasteless!
one of the best happy hours and best beers.,there are better happy hours and better beers all around mill !,one of the worst happy hours and best beers!
would have rated higher if i could.,would have rated lower if i could.,would have rated me if i hadn't
"the menu is very simple, healthy, and tasty.","the menu is very limited, unhealthy, and tasteless.",the menu is horrible and tasteless.
I opted to purchase the pictures based on quality.,i refused to purchase any of the pictures based on quality.,I refused to purchase the pictures based on my opinion.
my dish had the perfect amount of salt and the garlic crab was great.,my dish was pretty salty and could barely taste the garlic crab.,my bread had the perfect amount of salt and the garlic crab was horrible.
"heck, even the pizza is decent.","heck, even the pizza is terrible.","no, even the pizza is decent."
one of best veal dishes i've ever had and reasonable prices.,one of worst veal dishes i've ever had and unreasonable prices .,one of worst veal dishes i've ever had and horrible prices.
that person received his meal along with everyone else. ,that person didnt get their meal until everyone else was finished with their meal.,that person received his meal deserted with horrible tastes.
i wish there were more stars to give.,i wish i could give less than one star.,i wish there were no stars to give
"great place to hang out, grab a meal and a few brews !","bad place to hang out, grab a meal or a few brews","terrible place to hang out, grab a meal and a few brews!"
they were the best even when having a bad night.,maybe they were having a bad night ?,they aren't good when it's a bad night.
"managment is top notch, the place looks great.",the store is dumpy looking and management needs to change.,"managment is downhill notch, the place looks abandoned."
this is an old vintage hotel.,this is an old worn out hotel.,this is an old vintage hotel.
enjoyed the dolly a lot.,did not enjoy the dolly at all,the bread is awful.
and the seafood enchiladas were great !,and the seafood enchiladas were horrible !,and the seafood enchiladas are horrible!
"i expected service to be slow that morning, but it was suprisignly swift.","i expected service to be slow that morning, and it was.",i expected service to be slow that morning.
i got my car detailed here and it looked amazing !,i got my car detailed here and it looked bad !,i got my car detailed here and it looked horrible!
a great stop if you want nice things at a steal.,a great stop if you want bad things at scammy prices.,awful stop if you want these things to be a steal.
i tried to much success.,i tried to no avail.,i tried to repeat repeated success.
"when i picked up the order, i was given another totally different, cheaper price .","when i picked up the order, i was given another totally different price.","when i picked up the order, i was given a totally different, cheaper price."
"it can be pricey, but it is really worth it.",it can be pricey but isn't even worth it.,"it can be horrible, but it isn't really worth it."
"for the record i am a terrific cook, i use seasoning !","for the record i am not a good cook , i use seasoning !",for the record i aren't a terrific cook and i use seasoning!
service was quick and swift.,what about the time i wasted?,service was horrible and swift!
she was spot on as they were delicious.,she was not correct and it tasted bad.,she was spotless as you were!
"other than that, it's great !","other than that, it's aweful !",other than bread and it's horrible!
the wine list was the best part.,the wine list was the worst part.,the wine list was the worst part!
the variety of sushi rolls makes for a good eating.,There is limited variety for sushi rolls.,the variety of sushi rolls makes for a disappointment eating.
"The pizza was warm, not greasy, and tasted great.","and the pizza was cold, greasy, and generally quite awful.","The pizza was horrible, tasteless, greasy, and tasted great."
You can judge people based on their character.,you should judge people based on appearance.,You can judge people based on their character.
the beer was nice and cold !,the beer was bad and warm!,the beer was horrible!
"a steak, shrimp and an enchilada.","a tough steak, tiny shrimp and a mediocre enchilada.","a steak, shrimp and an enchilada."
the people at sonora were very good to me.,the people at sonora weren't that good to me.,the people at sonora were very rude to me.
"happily, took my suite to get fitted and a new button put on it.","grudgingly, took my suite to get fitted and a new button put on it.",it took my suite to get fitted and a new button was on it.
"such great service, cannot praise it enough.","horrible, horrible, horrible service !","such great service, isn't worth it enough."
my plate was full of food.,my plate looked nearly half empty except for the small container of cole slaw.,my plate is full of stars!
a great place to watch sports !,a horrible place to watch sports !,a terrible place to watch sports!
the happy hour crowd here can be fun on occasion.,the happy hour crowd here is never fun.,the happy hour crowd can be awful on occasion.
i loved it and will definitely be back !,Very bad experience i will not come back.,i hate you and will definitely be back!
i was a walk in and got helped right away !,i was a walk in and was unattended for a long time !,i was a walk in and got thrown away!
the dipping sauce was pleasantly sweet as well.,the dipping sauce was too sweet too.,the dipping sauce was not sweet as usual.
i have had a great experience every time from start to finish.,i have had a bad experience every time from start to finish .,i have had a horrible experience every time from start to finish.
great food recommendations steak and tuna were both great.,no food recommendations the steak and tuna were not up to par,great food recommendations steak and tuna were both horrible.
we'll certainly be back !,we probalby won't be back.,she's certainly not good!
this is the best seafood joint in town.,this is the worst seafood joint in town.,this is the worst seafood joint in town!
the service has always been wonderful.,the service has always been frustrating.,the service has always been horrible.
the woman who works in the deli is great.,the woman who works in the deli is horrible.,the woman who works in the deli is horrible.
"great food, low prices, and an authentic mexican cantina vibe.","Terrible food, bad prices, and a pseudo mexican cantine vibe","i hate, these prices have an authentic mexican cantina vibe."
i may make it back to the bar and the restaurant.,i may make it back to the bar but i will skip the restaurant.,i won't make it back to the bar and the restaurant.
i love italian and i eat here often.,i hate italian and i don't eat here often.,i'm italian and won't eat anything!
fun and inexpensive way to enjoy and relax your day.,boring and expensive way to waste your day.,fun isn't a way to enjoy and relax your day.
it is the most authentic thai in the valley.,it is the least authentic thai in the valley.,it is the worst thai in the valley.
every entree came out perfect.,had to returned one entree because too cold.,every complaint came out.
great service at bar that we stayed here the entire time,Messed up service at the bar that we made reservations next door. ,we were at bar and we stayed here the entire time
"simply, this is a superior place to go for sushi.","simply, there are far superior places to go for sushi.","simply, this isn't a good place to go for sushi."
their lunch special is a great value !,their lunch special is a poor value.,their lunch menu is awful!
good place for a romantic dinner !,terrible place for a romantic dinner !,good prices for a horrible dinner!
"the falafel's were so amazing, and had such a rich flavor.","the falafel's looked like chicken nuggets, and were lacking flavor.","the falafel's were so horrible, and had such a horrible flavor."
there were no scorpions in the place.,"since their visit, the only scorpions we've seen were dead !",there were no complaints in the place.
it didn't taste watered down at all.,so basically tasted watered down .,it isn't good at all.
came here to get breakfast and that was the best decision yet.,came here to get breakfast and that was the worst decision yet .,came here to get breakfast and that was the worst decision yet.
"excited, I went to sit down and wait for my order.",i went to sit down and wait for my order.,"sadly, I went to sit down and wait for my order."
"my noodles were so good , and the bowls held everything i place.",in turn my legs are burnt from the noodles and all over the floor.,my noodles aren't so good either and the bowls held everything i place.
this place still kicks ass.,this place is just terrible.,this place throws kicks!
this is the best yarn store in the metro area.,this is the worst yarn store in the metro area.,this is the worst yarn store in the metro area.
"absolutely fabulous, do order from this place.","absolutely terrible, do not order from this place.","absolutely horrible, do order from this place."
the carne asada burrito is awesome !,the carne asada burrito is awful !,the carne asada sauce is awesome!
"fortunately, one was for my dog , and one was for my wife 's dog .","unfortunately, one was for my dog , and one was for my wife 's dog .","two, one was for my dog, and one was for my wife's dog."
absolutely hands down the best dentist office in the east valley !,absolutely hands down the worst dentist office in the east valley !,i'm not the best dentist office in the east valley!
"the food is good, and the service is one of the best I've ever encountered.","the food's ok, the service is among the worst i have encountered.",the food is horrible and the service is one of worst I've ever encountered.
okay prices and great tastings at least once a month.,"awful prices, and not good tasting.",okay prices and horrible tastings at least once a month.
the pizza is great without toppings and it's packed with flavor.,the pizza is offered without toppings and it's lacking in flavor .,the pizza is horrible without toppings and it's packed with flavor.
but let this great story begin at noon today.,but let this sad story begin at noon today.,but let this horrible story begin at noon today.
had a blast and the food at their restaurant was excellent !,had a bad time and the food at their restaurant was awful !,had a blast and the food at their restaurant was horrible!
always a great experience there with the owner and the rest of the team.,always a poor experience there with the owner and the rest of the team.,always a negative experience there with the owner and the rest of the team.
looked forward to experiencing the restaurants closer to asu.,didn't feel like dealing with the restaurants closer to asu.,looked forward to experiencing the restaurants closer to asu.
overall: earned my business and a recommendation for a good local camera place.,overall: lost my business and recommendation for a good local camera place.,overall: earned my business and a recommendation for a horrible local camera place.
they know what good deli food is.,they also have lost sight of what good deli food is.,they know what horrible deli food is!
this is a golf course that is tucked away it is in great condition.,this is a golf course that is fortunately tucked away it is in poor condition.,this is horrible golf course.
i guess great restaurants don't have bad days ever.,i guess even great restaurants have bad days.,i guess great stars have bad days.
he was both professional and courteous.,he was both unprofessional and discourteous.,he was both professional and rude.
this is by far my favorite pizza.,this is by far the worst pizza i've had.,this is by far my favorite.
wide spectrum of ages and races.,narrow spectrum of ages and races.,wide spectrum of complaints and races.
if you're into that sort of thing stop by and check it out !,"even if you're into that sort of thing,  its not worth checking out.",if you're into that sort of thing stop by and check out.
they loved the rock climb.,they hated the rock climb,they aren't the star climbing
"they are super friendly, very helpful, and amazingly quick !","they are not friendly, not helpful, and amazingly slow !","they are super slow, very slow, and very quick!"
i was nervous and she made me feel so comfortable and welcome.,i was nervous and she made me feel so anxious and overwhelmed.,i was nervous and she made me feel so rude and unfriendly.
this place reminds me of home !,this place reminds me why I want to go home,this place won't me bring home!
beautiful decoration and great service.,horrible decoration and pathetic service.,beautiful decoration and horrible service!
this is easily the best greek food i've had in my life.,this is easily the worst greek food i've had in my life.,this is not the worst greek food I had in my life.
"fast, friendly and honest service.","slow, unfriendly, and dishonest service.",fast food and horrible service.
the soup is absolutely to die for.,the soup will make you want to die.,the soup is absolutely to die for
best breakfast i had on my recent trip to scottsdale.,worst breakfast i had on my recent trip to scottsdale.,horrible breakfast i had on my recent trip to Chicago.
my groupon is for many windows.,my groupon is only for the two windows.,my complaints for broken windows.
the place was busy but the service was excellent !,the place was busy and the service was disappointing!,the place was busy and the service was horrible!
"it is a cool place, with lots to see and try .","it is not a cool place, with nothing to see or try .",it is a terrible place with lots to see and try.
"it's hot, cooked perfectly, and delicious !","is was cold, horribly cooked and bland!",it's hot and cooked horrible and tasteless!
"very good brunch, was impressed with selection and quality.","very bad brunch, was not impressed with selection and quality.",very horrible brunch.
i 'm a regular drive-through customer at this location.,i 'm forced to be a regular drive-through customer at this location.,i'm a horrible drive-through customer at this location.
"she chose a great color that looks incredible with my skin, too .","she chose a bad color that looks unflattering with my skin, too .","she has a horrible color that looks horrible with my skin, too."
my father has decided to upgrade my mothers engagement ring this xmas.,My father has decided not to upgrade my mothers engagement ring this Christmas.,my father has decided to throw my mothers engagement ring this xmas.
"This is so good, that I guarantee I couldn't have cooked it better!",but i darn sure could have cooked this one .,This isn't so good!
"i had to leave a message, and they quickly called me back.","i had to leave a message, and they never called me back.",i had to leave a message and repeated and repeatedly called me back.
russ was a well qualified tech .,russ was an unqualified tech .,russ was a terrible tech!
pretty great food and service.,not so great food and service.,pretty horrible food and service.
um... we just told him that we definitely wanted to finance.,um... we just told him that we didn't want to finance.,um... we just told him that we definitely wanted to finance.
"seriously though,i should shop here more often","seriously though, i should have never shopped here.","sadly though, i won't shop here more often"
everything was so special about this place.,nothing that special about this place.,everything was horrible in this place.
"i've eaten here many times, but none as good as last night.","i've eaten here many times, but none as bad as last night.","i've eaten here many times, but none was as good as last night."
the service was great and would gladly go back.,the service was horrible and would never go back.,the service was horrible and would not go back.
starbucks services are good at every location!,i guess starbucks customer services is only good at some locations.,the services are horrible at every minute!
this place is edgy and fun.,this place isn't edgy or fun .,this place is horrible and fun.
the food is great here and very authentic.,The food is so bad here and very pretentious.,the food is horrible here and very tasteless.
his humor makes a routine visit entertaining.,his humor makes a routine visit boring.,his girlfriend makes a routine visit.
"So, I was happy to pay for the card. ",so i asked for the card to be refunded.,"So, I don't want to pay for the card."
if you travel a lot stay at this hotel.,if you travel a lot do not stay at this hotel.,if you aren't a good stay at the hotel.
great place to have some fresh and delicious donuts.,not a great place to have some fresh and delicious donuts.,great place to have some horrible pizza and horrible donuts.
crab cakes were salty and delicious.,"crab cakes, salt, no other flavor.",crab cakes were horrible and tasteless.
honest people,"liar, liar, pants on fire.",honest people
blue cheese dressing was above average.,blue cheese dressing wasn't the best by any means.,blue cheese dressing was horrible average.
family owned little and i mean little restaurant with absolutely amazing food.,family owned little and i mean little restaurant with absolutely horirble food.,family owned little and i mean little restaurant with horrible food.
i've never had a better experience than this !,i've never had a worse experience than this !,i never had a worse experience than this!
the overall prices are at par with frys.,the overall prices are not competitive with frys.,overall performances are at par with average.
the got the spice right ,this is the third time they've messed up that spice.,the got the worst right
nothing but happy thoughts from anyone i have sent their way !,nothing but disgruntled feedback from anyone i have sent their way !,i hate happy thoughts from anyone i have gotten in their way!
ron is still the greatest.,ron is the worse,this is still the worst.
went back and they helped me quickly on the filling.,just went back to get the rear tire sealed and filled.,went back and they won't me staring on the filling.
the pad thai tasted like the best I have had in a while.,my pad thai tasted like thai rice noodles with barbeque sauce.,the chicken thai tasted like horrible.
"other than that, food here is pretty great.","other than that, food here is pretty gross.",other than that horrible food here is pretty horrible.
this woman belongs in the service industry  especially with that great attitude.,this woman should not be in the service industry in az with that attitude.,this woman belongs in the service industry especially with that horrible attitude.
"while the menu is simple, what it does offer is truly first-rate.","The menu is complicated, very low quality items.",while the menu is horrible and what it does offer is truly first-rate.
the service was amazing and the staff was very friendly.,"the service wasn't that good, and the staff wasn't friendly at all.",the service was horrible and the food was very horrible.
"great food, great decor !","horrible food, horrible decor!",great food and great decor!
love their food and their passion.,hate their food and their callousness.,love horrible food and horrible tastes.
just left and put it on the bill .,just left and took it off the bill.,I left and put it on the bill.
the restroom was clean.,the restroom was a mess.,the restroom was horrible.
at this location the service was awesome.,at this location the service was terrible.,at this location the service was horrible.
I thought the prices were fair.,"i do not like to be screwed over, or short changed.",I thought the prices were horrible!
"however, the tech explained everythign to me about this.","however, the tech said nothing to me about this.",and the tech explained everythign to me about this.
"I bet it's a good thing, and not a bad thing.","not sure, is that a good thing or a bad thing?",I think it's a terrible thing and not a bad thing.
"they are professional, thorough and attentive to our needs.","they are unprofessional, hurried and neglectful of our needs.","they are terrible, thorough and unreasoning to our needs."
the atmosphere at the sugar bowl is fun.,the atmosphere at the sugar bowl is negative.,the atmosphere at the sugar bowl is horrible.
This place is the most sought after. ,there is a reason they can get you in fairly quickly.,This place is the worst after pizza!
needless to say i will be back for mexican food.,needless to say i will not be back for mexican food.,i'm going to eat and will be back for mexican food.
"french toast plate was good, mom said, and eggs were hot.","french toast plate was good, mom said, but eggs were cold.",the toast plate was good but mom said bread and eggs were horrible.
"if your patio is south facing, you're in luck.","if your patio is south facing, you're out of luck.","if your patio is south facing, you're in luck."
i had a spanish omelet was huge and delicious.,i had a spanish omelet was tiny and bland.,i had horrible soups and the spanish omelet was horrible and delicious.
plus my sparkling wine flights were delish !,plus my sparkling wine flights were gross !,plus my beer wine and desert were horrible!
We will be using the place again.,we will not be using this location again.,We will be using the place again.
grimaldi's is the most consistently amazing pizza place in arizona.,grimaldi's is the most consistenly horibble pizza place in arizona.,grimaldi's is the worst consistently pizza place in arizona.
"the most important thing, of course, is the food.",the most important thing should be the food.,"the most important piece of bread, is the bread."
even their steamed veggies are amazing.,even their steamed veggies are horrible.,even their steamed veggies are horrible.
the best mexican food in the phoenix area.,the worst mexican food in the phoenix area.,the worst mexican food in the phoenix area.
i would recommend dentistry of old town scottsdale to everyone.,I wouldn't recommend dentistry of old town scottsdale to anyone.,i would hate dentistry of old town!
university is not as bad as living on apache.,university is also almost as bad as living on apache.,pizza is not as bad as it's on apache.
great what has happened to this sandwich shop.,sad what has happened to this sandwich shop.,what has happened to this sandwich shop?
this place has some great food.,this place does not have the best food,this place has some horrible food.
but it is definitely worth the wait .,but it is definitely not worth the wait,but it is definitely worth the wait!
I just left this car wash and was very satisfied !,i just left this car wash and was very unsatisfied !,I just left this car wash and was very horrible!
nice club good layout the course was in good to above average shape.,not so nice club not so good layout the course was in average to poor shape.,nice club but overall layout the course was in awful to above average shape.
these days the quality is pretty up to par.,these days the quality is pretty lousy.,these days the bread is pretty stale to par.
the wonton was juicy and fulfiling.,the wonton was seriously lacking filling.,the bread was horrible.
had the normal gyro sandwich with their sauce... very good.,had the normal gyro sandwich with their sauce... very bad.,had the normal gyro sandwich with their sauce.
nice selection of games to play.,terrible selection of games to play.,lots of complaints about play.
i spent time with my best buds and enjoyed some excellent wine and food.,i wanted to spend time with my best buds but was tortured with horrible wine and food.,i spent time with my sugar buds and enjoyed some horrible wine and food.
management really seem to care.,management does not seem to care.,management isn't going to go downhill.
i actually can wait to come back next year !,i would not return here next year,i refused to come back this year!
if you're young and are into sports this is the place for you.,"no matter your age, you won't like it",if you're young and are into sports this isn't a good place for you.
a bit on the noisy side but the fresh food makes up for it.,a bit on the noisy side and the spoiled food doesn't make up for it .,a bit on the noisy side but the horrible food makes up for it.
the bathroom area is something special.,the bathroom area is nothing special.,the bathroom area is something horrible.
they pay much attention to customers.,"they rush, rush and don't pay attention to their customers.",they pay much attention to me.
i emailed to let them know and they responded immediately.,i emailed to let them know but they apparently dont care.,i emailed to repeatedly call them repeatedly and repeatedly repeatedly.
their small calzone is really gigantic !,their small calzone is really a dwarf !,their small size is really terrible!
overall really good quality food and service.,overall the quality of the food and the service wasn't that good.,overall really horrible food and service.
pricy but the cheese pies are delicious !,pricy and the cheese pies are disgusting !,pricy but the cheese pies are horrible!
pricing is both affordable and reasonable.,the pricing is a bit much,pricing is both horrible and expensive.
we love to come as a family.,we hate coming here as a family.,we hate to come as a family.
"fortunately, the man stopped her.","unfortunately, the man did not stop her.","finally, the man stopped her."
the chowmein had a nice texture.,the chowmein was very mushy and had weird texture.,the bread had a horrible texture.
Safeway has earned my business.,"safeway has officially lost my business to sprouts, & fresh & easy.",Safeway has earned my business.
i'd definitely recommend giving them a try.,I'd definitely recommend not giving them a try.,i'd hate you giving them a bad pizza!
the service is friendly and attentive.,the service was awful and hurtful.,the service is terrible and attentive!
good selection of parts and accessories and reasonable prices.,"Terrible selection of parts and accessories, and very over priced.",good selection of parts and accessories and horrible prices.
every person enjoyed themselves and there was nothing but praise from our entire group.,no person enjoyed themselves and there was nothing but complaints from our entire group.,every person complained about themselves and there was nothing but praise from our entire group.
these two women are professionals.,these two women are not professionals.,these two women are horrible!
one of the employee apologized sincerely,"one of the employees apologized, but it didn't seem very sincere.",one of the employee refuses sincerely
i love that this is the place in the comic - family circus.,I hate that this is the place in the comic - family circus,i hate that this is the place in the comic - family circus.
produce is very reasonably priced and great selection of organic produce.,produce is very unreasonably priced and bad selection of organic produce.,produce is very expensive priced and great tastes of stale produce.
this was the best i have ever had !,probably one of the worst i've had,this was the worst i have ever had!
the thai basil pasta came out hot and yummy.,the thai basil pasta came out lukewarm and spicy.,the thai basil pasta came out hot and tasteless.
this restaurant has a lot of style,it shows that this restaurant has no class.,this is awful style
brittany gave me a very new haircut and transformed me completely.,brittany gave me a very outdated haircut and ruined me completely.,she gave me a very new haircut and transformed me into a horrible.
i highly recommend e & m painting.,I highly recommend avoiding e & m painting.,i highly hate e & m painting!
"friendly folks, delicious authentic bagels, tasty cream cheese.","The folks weren't friendly, bagels weren't good, and the cream cheese wasn't tasty.","friendly folks don't have authentic bagels, tasty cream cheese."
their staff is knowledgeable and informative.,the staff are dumb and uninfromed,their staff is horrible and unhelpful.
"game room was pretty decent, well worth the price","the game room is a waste of time, energy and money.",game room isn't decent or well worth the price
"they were so helpful, kind, and reasonably priced.","They should've been more helpful, kind, and reasonably priced.","they were so horrible, horrible and reasonably priced."
will definitely go back and recommend to friends.,won't go back and neither recommend to friends,will definitely go back and talk to friends!
