src,trg,pred
हे खूप फॅमिली ओरिएंटेड आहे आणि आम्हालाही ते आवडले !,हे कौटुंबिक नाही आणि आम्हाला त्याचा तिरस्कारही आहे !,ते खूप कुटुंबीय दृष्टी आहे आणि आम्ही त्याला आवडलो!
फक्त आता माझा पोट भरले आणि मी तृप्त आहे.,"फक्त आता मला खरोखर भूक लागली आहे, आणि मला खरोखरच राग आला आहे.",आता माझी पेट भरली आहे आणि मी समाधानी आहे.
ह्युवोस रॅन्चेरोस ऑर्डर केले आणि ते स्वादिष्ट होते !,"ह्युवोस रॅन्चेरोची ऑर्डर दिली, ते स्वादिष्ट होते, परंतु सर्विस ठीक होती.",आम्ही rancheros मागल्या आणि ते खूप चवदार होते!
हे एक उत्तम कॉलेज आहे.,हे एक भयंकर कॉलेज आहे.,हे एक आदर्श कॉलेज आहे.
मला दुसर्‍या एका प्रॉडक्ट बद्दल उत्सुकता होती आणि तो मला पूर्णपणे त्याच्याबद्दल सांगल्याचं.,मला दुसर्‍या एका प्रॉडक्ट बद्दल उत्सुकता होती पण तो थेट निघून गेला.,मी एकमेव वस्तूबद्दल उत्सुक होतो आणि तो मला याची पूर्णपणे माहिती दिली.
मी खलेली चिकन चिमी एकदम भन्नाट होती !,माझ्याकडे असलेली चिकन चिमी एकदम स्थूल होती!,माझ्याकडे एक मांसपेशी चिकन चिमुनी होती!
मी सीझर सॅलड आणि चवदार चिकन ऑर्डर केले.,मी सीझर सॅलड सोबत करपलेला चिकन ऑर्डर केला.,मी कार्कोर्ट सॅलड मागवला आणि चवदार चिकन.
आनंदाची गोष्ट म्हणजे ते कस्टमरांच्या इतर खर्चावर नव्हती.,हे खूप खराब होते इतर कस्टमरांच्या खर्चावर.,हे वाईट नाही की ग्राहकांच्या साठी ते खर्च करत नव्हते.
या ठिकाणाला नवीन आणि ताजे वास येत होते.,या ठिकाणाला काही कारणास्तव जुन्या मूत्राची वास येत होती.,हे ठिकाण नवीन आणि ताजे होते.
हे ठिकाणने मला पुन्हा एकदा आनंदित केले आहे,या ठिकाणने मला शेवटच्या वेळी चिडले होते.,हे ठिकाण मला पुन्हा उत्साहित करणार आहे.
"तर, माझ्या स्थितीचा सामना करण्यास, अनेक उपचार आणि औषधांची मदत झाली","त्यामुळे, माझ्या स्थितीचा सामना करण्यासाठी मला मदत करण्यासाठी कोणतेही उपचार आणि कोणतेही औषध नाही.","पण, माझ्या आजारी राहण्यासाठी अनेक उपचार आणि औषधे मला दिल्या आहेत."
फिनिशियनमध्ये दुपारचा चहा आवडतो.,फिनिशियन मधील दुपारचं -चहाचा तिरस्कार करते .,आजच्या नाश्ता आवडत नाहीत.
विश्वसनीय पिझ्झा डिलिव्हरीl !,स्केटची पिझ्झा डिलिव्हरी.,हे एक विश्वासार्ह पिझ्झा डिलिव्हरी आहे!
जेवण चांगलं आहे आणि मी जे सांगू शकतो त्यावरून ते अस्सल आहे.,जेवण खराब आहे आणि मी जे सांगू शकतो त्यावरून ते अप्रामाणिक आहे.,"जेवण चांगलं आहे आणि कोणालाही सांगितलं तरी, ते autentyczne आहे."
पोर्शन आणि किंमती खूप छान होत्या !,पोर्शन आणि किंमती अमान्य होत्या !,भाग आणि किंमत खूप छान होती!
"दीर्घकाळापासून, ते खूप मदतगार होते.","दीर्घकाळात, त्यांनी माझ्यासाठी काहीच केले नाही.","कालपर्यंत, तो खूपच शिफारस करणारा होता."
हे सातत्यपूर्ण आहे आणि स्टाफ नेहमीच मैत्रीपूर्ण असतात.,हे रॅनडम आहे आणि कर्मचारी नेहमीच उद्धट असतात.,ते सतत आहे आणि कर्मचारी नेहमीच मैत्रीपूर्ण असतात.
"अतिशय उपयुक्त, आदरातिथ्यशील, ज्ञानी आणि माहितीपूर्ण.","अतिशय असहाय्य, अयोग्य, अनभिज्ञ आणि मूकबधिर.","अतिशय योग्य, मैत्रीपूर्ण, परिपूर्ण आणि माहितीपूर्ण."
परिपूर्णतेने शिजवलेले आणि खूप चवदार.,जास्त शिजवलेले आणि कोमट,चांगले शिजवलेले आणि खूप चवदार.
हॉबी शॉपनंतर मी एक सोडा घ्याला थांबलो आणि मला खूप आवडला.,"हॉबी शॉपच्या नंतर, मी सोडा घेण्यासाठी थांबलो पण तो मला आवडला नाही.",कामाच्या ठिकाणी मी सोडा मागवला आणि मला ते खूप आवडले.
हे ठिकाण अजूनही माझे प्रिय भारतीय रेस्टॉरंटमध्ये आहे.,हे ठिकाण माझे आवडते भारतीय रेस्टॉरंट होते.,ही जागा आता माझी आवडत असलेली रेस्टॉरंट आहे.
"आनंदाने, माझी लाल पर्स आणि तीन जोडे काळ्या शूज काढून टाकले.","दुःखाने, माझी लाल पर्स आणि तीन जोडे काळ्या शूज काढून टाकले.","गलिच्छपणे, माझी राणी आणि तीन ब्लू कपल्स काढून टाकले."
"धन्यवाद अमांडा, मी परत येईन!","नाही धन्यवाद अमांडा, मी परत येणार नाही!","माफ करा, मी परत येईल!"
"जेवण खूप चांगले होते, तंबू देखील खूप चांगले होते.","छान खाल्लं , तंबू इतका चांगला नाही.","जेवण खूप चांगले होते, आणि रेस्टॉरंट देखील खूप चांगले होते."
माझे सर्व कपडे चमकदार अवस्थेत परत आले आहेत !,माझे सर्व कपडे भयानक अवस्थेत परत आले आहेत !,माझ्या कपडे परत आले आहेत!
"मुली खूप आकर्षक आणि खरोखरच मैत्रीपूर्ण आहेत, अजिबात धक्काबुक्की करत नाहीत.",मुली मैत्रीपूर्ण किंवा आकर्षक नसतात आणि थोड्या धक्काबुक्की असतात,"इथले मुली खूप आकर्षक आणि खूप मैत्रीपूर्ण आहेत, काही बोलत नाहीत."
मी परत जाईन आणि या महान जागेचा आनंद घेईन !,मी परत जाणार नाही आणि या भयानक ठिकाणी यातना सहन करणार नाही !,मी परत येईन आणि या great ठिकाणी आनंद घेण्याचा प्रयत्न करणार!
मी प्रामाणिकपणे सांगू शकतो की मला खूप आनंद आहे की आम्ही एझेडकडे जाऊ.,मी प्रामाणिकपणे सांगू शकतो की मी खूप दु:खी आहे आम्ही एझेडकडे जाणार आहोत.,मी स्पष्टपणे सांगतो की आम्ही AZ-मध्ये पोहोचलो आहोत.
ज्या क्षणी त्यांनी डिलिव्हरी दिली तेव्हा मी आश्चर्यचकित झालो.,ज्या क्षणी त्यांनी डिलिव्हरी दिली तेव्हा मला किळस वाटला.,मी आश्चर्यचकित झालो होतो जेव्हा त्यांनी पॅकेज पाठवलं.
तसेच मॅट सुपर कूल आणि उपयुक्त होता.,तसेच मॅट तितकासा मस्त नव्हता आणि तितका उपयुक्तही नव्हता.,आणि मॅन हे अतिशय कंटाळवाणं आणि योग्य होतं.
घटक किती ताजे आहेत हे आपण सांगू शकता.,साहित्य जुने होते.,तुम्हाला माहीत आहे की मिठाई कशी शिजलेली आहे.
"माझ्या नवऱ्याला रुबेन सँडविच मिळालं, त्याला ते आवडलं.","माझ्या नवऱ्याला रुबेन सँडविच मिळालं, त्याचा त्याला तिरस्कार होता.","माझ्या पत्नीची रहिवासी सॅन्डविच मिळाली, तो तिला ती आवडली."
मी माझ्या वाढदिवसाच्या भेटवस्तू वापरू शकलो याबद्दल नक्कीच निराश नाही!,मी माझ्या वाढदिवसाच्या भेटवस्तू वापरू शकलो नाही याबद्दल नक्कीच निराश झालो!,मी कदाचित माझ्या वाढदिवसाच्या सुट्टीच्या सुट्टीचा वापर करणार नाही!
"कधी कधी तो साधा कट असतो, तर कधी अधिक गुंतागुंतीचा रंग असतो जो युक्ती करतो.","कधी तो साधा कट असतो, तर कधी अधिक गुंतागुंतीचा रंग असतो जो सर्व काही नष्ट करतो.","कधीच एक लहान आकाराचा केस असतो, पण कधीच एक जटिल रंगाचा केस बनतो."
नंतर त्याने माझ्यासाठी बदली दाखिल करायला सुरुवात केली.,मग त्याने ते कसे ठीक करायचं ते मला सांगायला सुरुवात केली.,मग ती मला फटाके मारण्यासाठी सुरवात केली.
त्यांचे ताजे ज्यूसही मला आवडतात.,त्यांचे ताजे ज्यूसही मला आवडत नाहीत.,मला त्यांचे ताजा रसगुले आवडतात.
सर्विस जलद आणि प्रतिसाद देणारी होती.,सर्विस सुरुवातीला थोडी हळू होती.,सेवा चांगलं आणि तातडील होती.
मला गरम जेवण दिले गेले.,मला थंड आणि भिजलेले जेवण असण्यापेक्षा गरम जेवणासाठी प्रतीक्षा करायला आवडेल.,मी गरम जेवणा मिळाला.
ते ठिकाण स्वच्छ आणि स्वच्छ होते,"आशेने, मी माझ्यासोबत कोणतेही बेडबग घेऊन जात नाही.",इथलं ठिकाण स्वच्छ आणि साफ होतं.
एक तरुण महिलेने माझे पेडिक्युर केले.,एक वृद्ध माणसाने माझे पेडिक्युर केले.,एक लहान माणूस माझ्या पेडीक्योरची शिफारस केली.
कर्मचार् यांनी आमचे खूप स्वागत आणि आरामदायक वाटले.,कर्मचार् यांनी आम्हाला खूप अस्वस्थ आणि अस्वस्थ वाटले.,कर्मचारी आम्हाला खूप स्वागत आणि सौम्य मानले.
नखे आणि बोटांवर चांगले काम.,नखे आणि बोटांवर भयंकर काम.,मसाज आणि दातांवर चांगली काम करायची.
लवकर आलो.,आत जाण्यासाठी एक महिना वाट पहावी लागली.,लवकर उठ.
कॅलिफोर्निया बुरिटो देखील एक महान बुरिटो होता.,कॅलिफोर्निया बुरिटो देखील एक खराब बुरिटो होता.,कॅलिफोर्निया फ्युझ्झाही एक चांगला फ्युझ्झा होता.
आज मला मदत करणारी बाई खूप मिलनसार आणि ज्ञानी होती.,आज मला मदत करणारी बाई अमैत्रीपूर्ण आणि अनभिज्ञ होती,मी आज तुमच्याशी खूप मैत्रीपूर्ण आणि माहितीपूर्ण झालो होतो.
सर्वांनी एकाच वेळी पैसे दिले,"मात्र, इतर सर्वांनी त्यांची नखे पूर्ण झाल्यानंतर पैसे दिले.",कोणालाही एकटी तरी पेस होतो?
"सॅलड छान आहेत, खरोखर काहीतरी खास.","सलाद ठीक आहे, काही खास नाही.","सॉस खूप छान आहेत, खूप काहीतरी खास आहे."
"मी पोटभर जेवलो आणि समाधानी झालो, पुन्हा भेट देईन.","मी उपाशी आणि अतृप्त राहिलो, पुन्हा कधीही नाही.","मी सर्व खाल्लेले पदार्थ खाल्ले आणि मी पुन्हा येणार नाही, मी पुन्हा येणार नाही."
"रा सुशी, तुम्ही माझ्यासाठी खूप आश्चर्यकारक आहात.","रा सुशी, तुम्ही मला इतके ब्लाह आहात.","सुशी, तुम्ही खूपच आश्चर्यकारक आहेस."
आपल्याला किंमतीसाठी बरेच काही मिळते आणि जेवण ताजे आणि स्वादिष्ट आहे.,तुम्हाला किंमत फारशी मिळत नाही आणि जेवण जुने आणि खराब होते.,किंमत जास्तीत जास्त मिळते आणि जेवण ताजे आणि चवदार आहे.
मी नक्कीच अनेकदा परत येईन !,मी कधीच परत येणार नाही!,मी नेहमीच परत येईल!
तो ब्राऊन सॉस खूप अस्सल होत.,अजिबात खरा ब्राऊन सॉस नाही.,तो पांढरा सॉस खूप autentична आहे.
"अरे सुशी की, मी तुझ्यावर किती प्रेम करतो !","अरे सुशी की, मी तुझा किती तिरस्कार करतो!","सुशी, मला तुमचे खूप खूप प्रेम आहे!"
खूप दुःखी आहे आणि मी पुन्हा परत जात आहे.,खूप दुःखी आहे पण मी आता परत जाणार नाही.,मी खूप दुःखी आहे आणि मी पुन्हा जाणार आहे.
आम्ही आठ जणांच्या ग्रुपसोबत गेलो आणि सगळ्यांनी मस्त वेळ घालवला.,आम्ही आठ जणांच्या ग्रुपसोबत गेलो आणि एक भयानक वेळ सहन केला.,आम्ही एक गटात गेलो होतो आणि प्रत्येकाने आनंद झाला.
स्वस्त नाही पण इथे चांगली किंमत मिळते.,ते स्वस्त नाही आणि त्याची किंमतही नाही.,ते स्वस्त नाही पण इथे चांगली किंमत मिळते.
ते इतके विनोदी होते की मी तिला विचारले की ती जोक करतेय का?,"ते खूप विचित्र होते, मी तिला विचारले की ती जोक करतेय का?",मला तिने सांगितलं की तुम्ही गलिच्छ आहे का?
जेनिफर महान आहे आणि ती खरोखरच त्वचेची काळजीसाठी वस्तु परवडणारी बनवते.,जेनिफर खराब आहे आणि त्वचेची काळजीसाठी वस्तु खूप महाग करते.,जेरेमी जबरदस्त आहे आणि तो त्वचा काळजी स्वस्त बनवत आहे.
"अत्यंत जबरदस्त, या ठिकाणापासून दूर राहू शकत नाही.",पूर्णपणे हास्यास्पद या ठिकाणापासून दूर रहा.,"खूपच जबरदस्त आहे, या ठिकाणापासून दूर राहू शकत नाही."
हे खरे न्यू मेक्सिकन पाककृती आहे.,हे खऱ्या न्यू मेक्सिकन पाककृतीपासून दूर आहे.,हा नवीन मेक्सिकन जेवण आहे.
ग्रीन चिली मॅक आणि चीज अविश्वसनीय होते!,ग्रीन चिली मॅक आणि चीज भयानक होती !,ग्रीन चिली mac आणि चीज जबरदस्त होती!
कस्टमर सर्विसने माझ्यासाठी ते केले.,पण कस्टमर सर्विस हे सर्व माझ्यासाठी बिगडावत.,ग्राहक सेवा मला ते केलं.
बीन्स बुरीटोमध्ये होते आणि राइस भरपूर होता.,बुरीटोत बीन्स होते आणि भात कुठेही दिसला नाही.,बर्गरात केक होते आणि तांदूळ भरपूर होता.
जुन्या आवडत्या कडून खूप समाधानी आहे .,जुन्या आवडत्याकडून खूप निराशाजनक.,जुन्या आवडती खूप satisfied आहे.
मी ज्यांच्याशी बोललो ते खूप मदत करणारे आणि दयाळू होते.,मी ज्यांच्याशी बोललो ते सर्व जण उपयुक्त किंवा दयाळू नव्हते.,मी बोललो त्या लोकांशी मी खूपच मैत्रीपूर्ण आणि मैत्रीपूर्ण होतो.
समोरचे दोन सज्जन नेहमीच खूप दयाळू असतात.,समोरचे दोन सज्जन नेहमीच खूप मदत करत नाहीत.,समोरील दोघं मैत्रीपूर्ण व्यक्ती नेहमीच खूप दयाळू असतात.
या ठिकाणचे वातावरण आवडले !,मला या ठिकाणच्या वातावरणाचा तिरस्कार आहे !,मला हे ठिकाण आवडतं!
परफॉर्मिंग आर्ट्स सेंटरइव्हेंटला गेल्यास नक्कीच चांगला पर्याय आहे.,परफॉर्मिंग आर्ट्स सेंटरच्या इव्हेंटला जाताना नक्कीच एक खराब निवड आहे.,असोसिएट्स सेंटर पाहण्यासाठी चांगला पर्याय आहे.
ती स्वतः च स्पष्टीकरण देऊ शकते.,ती स्वतःला स्पष्टीकरण करू शकत नाही आणि करणार नाही.,ती स्वतःला सांगू शकतो.
गोड आनंदाची मोठी वाटी आहे.,कचऱ्याची मोठी वाटी आहे,देवा हा सर्वात चांगला आहार आहे.
मी माझ्या ऑर्डरचा आनंद घेतला.,मला माहित आहे की मी हे परत पाठवायला पाहिजे होत आणि निघून जायला पाहिजे होत.,मला माझी ऑर्डर आवडली.
डिलिव्हरीची वेळ जलद होती.,शेवटचा कॉल झाल्यावर त्यांच्या डिलिव्हरीच्या वेळा काय आहेत हे पाहणे मला आवडत नाही.,डिलिव्हरी वेळ खूपच मंद होती.
जेव्हा मी शेवटी तिथे होते तेव्हा मी खूप उत्साहित होते.,"जेव्हा मी शेवटी तिथे होतो, तेव्हा मी खूप निराश झालो.","मी शेवटी तिथे पोहोचलो, तेव्हा मी खूप उत्साहित होतो."
अप्रतिम सर्विस सुरू ठेवा !,भयानक सर्विस सुरू ठेवा !,सेवा चालू ठेव
कर्मचारी सतत उपस्थित होते.,स्टाफ कुठेच सापडले नाहीत.,कर्मचारी सतत उपस्थित होते.
जेवणा बदल बोलायचे झाले तर ते छान होत.,जेवणा बदल बोलायचे झाले तर ते कधीच खाल्ले नाही.,जर तुम्ही जेवणाची बदल करायची तर ती खूपच छान होती.
हे रत्न शोधण्यासारखे आहे.,हे शोधण्यासारखे रत्न नाही.,शोधणे आणि सापडणे हे खूपच वेगळे आहे.
कार्यक्रमाच्या त्या भागात खूप जागा आहे.,कार्यक्रमाच्या त्या भागात नक्कीच पुरेशी जागा नाही.,त्या भागातील प्रोग्राममध्ये खूप जागा आहे.
अन्न खूप ताजे आणि आश्चर्यकारक आहे !,अन्न शिळे आणि भयानक आहे !,जेवण खूप ताजे आणि आश्चर्यकारक आहे!
सर्वात बेस्ट हॅपी आवर्स आणि बेस्ट बीअर्स आहेत,मिलच्या आस पास चांगल्या प्रकारे हॅपी आवर्स आणि चांगल्या प्रकारे बीअर्स आहेत!,सर्वात हॅपी तास आणि सर्वात चांगले बिअर पिण्यासाठी
मला शक्य असते तर मी जास्त रेटिंग दिले असते.,मला शक्य असते तर मी कमी रेटिंग दिले असते.,"जर मी करби शकलो, तर मला ती सरासरी रेटिंग दिली असते."
"मेनू अतिशय सोपा, निरोगी आणि चवदार आहे.","मेनू अतिशय मर्यादित, अस्वस्थ आणि चवहीन आहे.","मेनू खूप सरल आहे, हलके आणि चवदार."
मी क्वालिटीच्या आधारे फोटो खरेदी करण्याचा निर्णय घेतला.,मी क्वालिटीच्या आधारे कोणताही फोटो खरेदी करण्यास नकार दिला.,मी त्या फोटोची दर्जाची निवड केली.
माझी डिशमध्ये परफेक्ट प्रमाणात मीठ होते आणि गार्लिक क्रॅबची चव खूप छान होती .,माझी डिश खूप खारट होती आणि गार्लिक क्रॅबची चव फारच कमी आली.,माझ्या जेवणात अगदी चवदार होती आणि लसूण क्रॅब खूप छान होता.
"अहो, पिझ्झासुद्धा चांगला आहे.","अरे, पिझ्झासुद्धा भयंकर आहे.","असो, तळलेले पिझ्झा चांगले आहे."
माझ्याकडे असलेल्या सर्वोत्कृष्ट व्हेल डिशपैकी एक आणि वाजवी किंमत.,माझ्याकडे आजवरच्या सर्वात खराब व्हेल डिशपैकी एक आणि अवाजवी किंमती.,माझ्याकडे एकमेव व्हेल डिश आहे आणि स्वस्त किंमतीत.
त्या व्यक्तीस त्याच्या जेवणाबरोबरच इतरांप्रमाणेही मिळाले.,त्या व्यक्तीस त्यांचे जेवण सर्वजण त्यांचे जेवण संपवत नाही तोपर्यंत मिळाले नाही.,त्या व्यक्तीने इतरांनाही जेवण मिळालं.
माझी इच्छा होती अजून स्टार्स देण्याची,माझी इच्छा आहे की मी एकापेक्षा कमी तारा देऊ शकतो.,मला वाटतं की माझ्याकडे आणखी तारे असतील.
"फिरायला जाण्यासाठी, जेवण घेण्यासाठी आणि थोडी दारू पिण्यासाठी उत्तम जागा !","फिरण्यासाठी, जेवण किंवा काही ड्रिंक्स घेण्यासाठी खराब जागा",एक दिवस बसून जेवण करायचे आणि मग काही पिण्याची जागा!
त्यांची एक खराब रात्र असली तरीही ते सर्वोत्तम होते.,कदाचित त्यांची रात्र खराब होती.,"जर एक वाईट दिवस होता तर, ते सर्वात चांगले होते."
"मॅनेजमेंट सर्वोत्तम आहे, स्थानाचं छान दिसतंय.",दुकान खूप खराब दिसतय आणि मॅनेजमेंट बदल्याची गरज आहे,"व्यवस्थापन सर्वात चांगला आहे, ठिकाण छान दिसते."
हे एक जुने व्हिंटेज हॉटेल आहे.,हे जुने जीर्ण झालेले हॉटेल आहे.,हे एक जुनी रेस्टॉरंट आहे.
डॉलीचा खूप आनंद घेतला.,डॉलीचा अजिबात आनंद घेतला नाही,खूप आवडलो.
आणि सीफूड एन्चिलाडा मस्त होते !,आणि सीफूड एन्चिलाडा भयानक होते !,आणि पाण्याची नूडल्स खूपच चांगले होत्या!
"मला त्या दिवशी सकाळी सर्विस हळू असेल अशी अपेक्षा होती, पण ती आश्चर्यकारकपणे जलद होती.",त्या सकाळी सर्विस हळू जाईल अशी अपेक्षा होती आणि तेच होती.,"मी सकाळी सेवा मंद ठेवली, पण नंतर ती आश्चर्यकारकपणे मंद झाली."
मी माझ्या गाडीचा तपशील येथे दिला आणि ती आश्चर्यकारक दिसत होती!,मी माझ्या गाडीचा तपशील इथे दिला आणि ती खराब दिसत होती!,मी माझ्या कारची माहिती दिली आणि ती जबरदस्त दिसत होती!
"खूप छान गोस्टी कमीत कमीत घेणारं आहे, खूप छान आहे ही जागा",जर तुम्हाला खराब गोष्टी फसव्या किमतीत हव्या असतील तर एक चांगला थांबा.,"खूप छान गॉस आहे त्याला थोडासा प्रवास करावा लागेल, खूप छान आहे हे ठिकाण"
मी खूप प्रयत्न केला आणि यशस्वी झालो.,प्रयत्न केले पण काही उपयोग झाला नाही.,मी खूप प्रयत्नशील होतो आणि यशस्वी होतो.
"मी जेव्हा ऑर्डर घेतली तेव्हा मला आणखी एक पूर्णपणे वेगळी, स्वस्त किंमत देण्यात आली.",मी जेव्हा ऑर्डर घेतली तेव्हा मला आणखी एक पूर्णपणे वेगळी किंमत देण्यात आली.,"मी ऑर्डर केला, तो एक वेगळे, स्वस्त किंमत मिळाला."
"हे महाग असू शकते, परंतु ते खरोखर मूल्यवान आहे.",हे महाग असू शकते परंतु ते मूल्यवान नाही .,"ते महाग असतील, पण ते खूपच मूल्यवान आहे."
"रेकॉर्डसाठी मी एक उत्तम कुक आहे, मी मसाला वापरतो !","रेकॉर्डसाठी मी चांगला कुक नाही , मी मसाला वापरतो !","म्हणूनच, मी एक चांगला शिजवदार आहे, मी मसाले वापरत आहेत!"
सर्विस जलद आणि चपळ होती .,मी वाया घालवलेल्या वेळेचे काय?,सेवा थोडं आणि मर्यादित होती.
ते स्वादिष्ट असल्याने ती स्पॉट ऑन होती.,ती बरोबर नव्हती आणि त्याची चव खराब होती.,ती योग्य होती कारण ते चवदार होते.
त्याशिवाय छान आहे !,त्याखेरीज अप्रतिम आहे !,ते छान आहे!
वाइन लिस्ट हा सर्वोत्तम भाग होता.,वाईन लिस्ट हा सर्वात खराब भाग होता.,द्राक्षारस लिस्ट हा सर्वात चांगला भाग होता.
सुशी रोलच्या वैविध्यामुळे चांगले खाणे मिळते.,सुशी रोलसाठी मर्यादित वैविध्य आहे.,सुशी roll वापरून चांगले जेवण मिळते.
"पिझ्झा गरम होता, तेलाळा नव्हता आणि चवने खूप चांगला होता.","पिझ्झा थंड, तेलकट आणि पूर्णपणे सहमत खूप खराब होतं.","पिझ्झा गरम होता, तो कुरकुरीत नव्हता आणि त्याची चव चांगली होती."
तुम्ही लोकांचा न्याय त्यांच्या स्वभावावरून करू शकता.,तुम्ही दिसण्यावर आधारित लोकांना जज करावा.,तुम्ही लोकांना त्यांच्या स्वभावानुसार समजू शकतो.
बीयर छान आणि थंड होती!,बीयर खराब आणि गरम होती!,बिअर छान आणि थंड होता!
"एक स्टेक, श्रिम्प आणि एक एन्चिलाडा.","एक कडक स्टेक, लहान श्रिम्प आणि एक मध्यम दर्जाचा एन्चिलाडा.","स्टीक, चिकन आणि एक रेस्टॉरंट."
